Table 1
CODE	ID	NO	PRIM	COLL	TYPE	AID	NAME 0	CITED	START 0	STOP 0	SIZE	UNITS	NAME 1	NAME 2	PLACE 0	PLACE 1	DESC 0	PLACE 2	PLACE 3	START 1	STOP 1	NAME 3	NAME 4	NAME 5	VOL	ISS	VIA	FAID	DESC 1	NOTE	LINK	END	
"RED;;;ID=S 1156;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Blachford;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The new West-India pilot : containing sailing directions for the gulfs of Florida and Mexico, bay of Honduras, New Providence and Windward passages : with occasional hints to cruisers ...;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Robert Blachford and Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1810;;;STOP 1=np;;;NAME 3=R. Blachford;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/22432183 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/3338393;;;DESC 1=55 pages ; 22 cm;;;NOTE=In offering this new edition of The West India pilot to public notice ... —cf introductory remarks. / Though see Desc = ii, 44 pages ; 21 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1191906006 / = OCLC 1199307862 ? [or rather 1810 = 2 and 3 ed of earlier 1 ed *West-India pilot* ?] / Though see Anthony Sparrow, *New West India pilot* [London, J. Moore and R. Blachford, c 1804] OCLC 3338422 Link: http://catalog.bostonathenaeum.org/vwebv/holdingsInfo?bibId=184497 / Though see William Heather, *New West India pilot* [London, Heather & Williams, 1800] OCLC 41136370 Link: https://www.nypl.org/research/research-catalog/bib/b14086233 / Though See Robert Blachford, *India Pilot, in II parts* [London, Robert Blachford at his Navigation Warehouse, 1815] OCLC 880743028 Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/880743028 / Though see William Heather, *The new West India pilot* [London, W. Heather, 1810] 3 ed OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1199307862;;;LINK=https://diginole.lib.fsu.edu/islandora/object/fsu%3A92580;;;END###"	S 1156	1156	1	0	P	Blachford	xnp	0	xxx	xxx	1	vols	"The new West-India pilot : containing sailing directions for the gulfs of Florida and Mexico, bay of Honduras, New Providence and Windward passages : with occasional hints to cruisers ..."	np	np	np	Robert Blachford and Co.	London	UK	1810	np	R. Blachford	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/22432183 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/3338393	55 pages ; 22 cm	"In offering this new edition of The West India pilot to public notice ... —cf introductory remarks. / Though see Desc = ii, 44 pages ; 21 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1191906006 / = OCLC 1199307862 ? [or rather 1810 = 2 and 3 ed of earlier 1 ed *West-India pilot* ?] / Though see Anthony Sparrow, *New West India pilot* [London, J. Moore and R. Blachford, c 1804] OCLC 3338422 Link: http://catalog.bostonathenaeum.org/vwebv/holdingsInfo?bibId=184497 / Though see William Heather, *New West India pilot* [London, Heather & Williams, 1800] OCLC 41136370 Link: https://www.nypl.org/research/research-catalog/bib/b14086233 / Though See Robert Blachford, *India Pilot, in II parts* [London, Robert Blachford at his Navigation Warehouse, 1815] OCLC 880743028 Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/880743028 / Though see William Heather, *The new West India pilot* [London, W. Heather, 1810] 3 ed OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1199307862"	https://diginole.lib.fsu.edu/islandora/object/fsu%3A92580	###	
"RED;;;ID=S 1158;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Purdy;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The Columbian navigator : containing in Part I: New sailing directions for the coasts and harbours of North-America ; commencing with Sable Island and Halifax in Nova Scotia ; thence, including the Bay of Fundy to Cape Cod, with the navigation of the United States, &c. to Florida and the Martyrs. Part II: Directions for the Windward and Gulf passages of the West-Indies, the Bahama Islands and channels, the islands of St. Domingo, Jamaica, and Cuba, the river Missisipi [sic], coasts of Florida, the Martyrs, &c. and comprising the most particular descriptions of all the coasts, of the harbours, and of the Florida stream. Part III: Directions for the Caribbee Islands, &c. from Porto Rico to Trinidad, inclusive ; with the coasts of the Spanish main thence to La Guayra. Part IV: The coasts of Terra-Firma, and isles adjacent, from the Equator and the Maranon, westward, to the Bay of Honduras and Mexican Sea, inclusive ; comprehending all the harbours and rivers of Guyana, and thence to the River Missisipi [sic] : the whole arranged, revised, and corrected, from a variety of original documents and surveys ; which include, particularly, those of M. Chastenet de Puysegur and of the Spanish navigators ; those of Messrs. Gauld, Romans, Hester, Dalzell, &c. &c.;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed for James Whittle and Richard Holmes Laurie, Chart-sellers to the Admiralty, &c. &c. No. 53, Fleet-street;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1817;;;STOP 1=np;;;NAME 3=J. Purdy;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/79417342 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1014223894 / https://eleanor.lib.gla.ac.uk/record=b2038867;;;DESC 1=1 volume 4to;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1158	1158	1	0	P	Purdy	xnp	0	xxx	xxx	1	vols	"The Columbian navigator : containing in Part I: New sailing directions for the coasts and harbours of North-America ; commencing with Sable Island and Halifax in Nova Scotia ; thence, including the Bay of Fundy to Cape Cod, with the navigation of the United States, &c. to Florida and the Martyrs. Part II: Directions for the Windward and Gulf passages of the West-Indies, the Bahama Islands and channels, the islands of St. Domingo, Jamaica, and Cuba, the river Missisipi [sic], coasts of Florida, the Martyrs, &c. and comprising the most particular descriptions of all the coasts, of the harbours, and of the Florida stream. Part III: Directions for the Caribbee Islands, &c. from Porto Rico to Trinidad, inclusive ; with the coasts of the Spanish main thence to La Guayra. Part IV: The coasts of Terra-Firma, and isles adjacent, from the Equator and the Maranon, westward, to the Bay of Honduras and Mexican Sea, inclusive ; comprehending all the harbours and rivers of Guyana, and thence to the River Missisipi [sic] : the whole arranged, revised, and corrected, from a variety of original documents and surveys ; which include, particularly, those of M. Chastenet de Puysegur and of the Spanish navigators ; those of Messrs. Gauld, Romans, Hester, Dalzell, &c. &c."	np	np	np	"Printed for James Whittle and Richard Holmes Laurie, Chart-sellers to the Admiralty, &c. &c. No. 53, Fleet-street"	London	UK	1817	np	J. Purdy	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/79417342 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1014223894 / https://eleanor.lib.gla.ac.uk/record=b2038867	1 volume 4to	xnp	xnp	###	
"RED;;;ID=S 1160;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Strangeways;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Sketch of the Mosquito shore : including the territory of Poyais, descriptive of the country : with some information as to its productions, the best mode of culture, &c., chiefly indended for the use of settlers;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Sold by William Blackwood, Edingburgh; and T. Caddell, Strand, London;;;PLACE 2=Edinburgh;;;PLACE 3=UK;;;START 1=1822;;;STOP 1=np;;;NAME 3=T. Strangeways;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1850212;;;DESC 1=viii, 355 pages, 3 unnumbered leaves of plates (1 folded) : illustrations, portrait, map ; 22 cm;;;NOTE=xnp;;;LINK=https://archive.org/details/sketchofmosquito00stra/page/n5/mode/2up;;;END###"	S 1160	1160	1	0	P	Strangeways	xnp	0	xxx	xxx	1	vols	"Sketch of the Mosquito shore : including the territory of Poyais, descriptive of the country : with some information as to its productions, the best mode of culture, &c., chiefly indended for the use of settlers"	np	np	np	"Sold by William Blackwood, Edingburgh; and T. Caddell, Strand, London"	Edinburgh	UK	1822	np	T. Strangeways	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1850212	"viii, 355 pages, 3 unnumbered leaves of plates (1 folded) : illustrations, portrait, map ; 22 cm"	xnp	https://archive.org/details/sketchofmosquito00stra/page/n5/mode/2up	###	
"RED;;;ID=S 1162;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Haefkens R;;;NAME 0=Haefkens;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=2;;;UNITS=vols;;;NAME 1=Reize naar Guatemala;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Bij W. K. Mandemaker;;;PLACE 2=Hague;;;PLACE 3=Netherlands;;;START 1=1827;;;STOP 1=1828;;;NAME 3=J. Haefkens;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/19350902;;;DESC 1=2 volumes frontispiece, folded plan 23 cm;;;NOTE=xnp;;;LINK=https://www.delpher.nl/nl/boeken1/gview?coll=boeken1&identifier=2yP6dLeQKj8C;;;END###"	S 1162	1162	1	0	P	Haefkens R	Haefkens	0	xxx	xxx	2	vols	Reize naar Guatemala	np	np	np	Bij W. K. Mandemaker	Hague	Netherlands	1827	1828	J. Haefkens	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/19350902	"2 volumes frontispiece, folded plan 23 cm"	xnp	https://www.delpher.nl/nl/boeken1/gview?coll=boeken1&identifier=2yP6dLeQKj8C	###	
"RED;;;ID=S 1164;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=Bridges;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=2;;;UNITS=vols;;;NAME 1=The Annals of Jamaica;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=John Murray, Albemarle-Street : Printed by William Clowes, Stamford-Street;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1827;;;STOP 1=1828;;;NAME 3=G. W. Bridges;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Bolland F 208 no 3;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/4612281;;;DESC 1=2 volumes ; 24 cm;;;NOTE=See v 2 pp 134–137 re Log /v Bolland F 208 no 3;;;LINK=xnp;;;END###"	S 1164	1164	0	0	P	Bridges	xnp	0	np	np	2	vols	The Annals of Jamaica	np	np	np	"John Murray, Albemarle-Street : Printed by William Clowes, Stamford-Street"	London	UK	1827	1828	G. W. Bridges	np	np	np	np	Bolland F 208 no 3	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4612281	2 volumes ; 24 cm	See v 2 pp 134–137 re Log /v Bolland F 208 no 3	xnp	###	
"RED;;;ID=S 1166;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Wilson M;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=A brief memoir of the life of James Wilson, (late of Edinburgh,) with extracts from his journal and correspondence;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=A. Panton;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1829;;;STOP 1=np;;;NAME 3=J. Wilson;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/16620483;;;DESC 1=iv, 165 pages 20 cm;;;NOTE=xnp;;;LINK=xxx;;;END###"	S 1166	1166	1	0	P	Wilson M	xnp	0	xxx	xxx	1	vols	"A brief memoir of the life of James Wilson, (late of Edinburgh,) with extracts from his journal and correspondence"	np	np	np	A. Panton	London	UK	1829	np	J. Wilson	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/16620483	"iv, 165 pages 20 cm"	xnp	xxx	###	
"RED;;;ID=S 1168;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Thompson N;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Narrative of an official visit to Guatemala from Mexico;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=John Murray, Albemarle Street;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1829;;;STOP 1=np;;;NAME 3=G. A. Thompson;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/4574239;;;DESC 1=xii, vi, 528 pages : frontispiece (folded color map) ; 18 cm;;;NOTE=xnp;;;LINK=xxx;;;END###"	S 1168	1168	1	0	P	Thompson N	xnp	0	xxx	xxx	1	vols	Narrative of an official visit to Guatemala from Mexico	np	np	np	"John Murray, Albemarle Street"	London	UK	1829	np	G. A. Thompson	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4574239	"xii, vi, 528 pages : frontispiece (folded color map) ; 18 cm"	xnp	xxx	###	
"RED;;;ID=S 1170;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Newport S;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Two sermons preached in the Church of St. John the Baptist, Belize, Sept. 12 and Dec. 27, 1830;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xnp;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1831;;;STOP 1=np;;;NAME 3=M. Newport;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/24864531;;;DESC 1=24 pages (16mo);;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1170	1170	1	0	P	Newport S	xnp	0	xxx	xxx	1	vols	"Two sermons preached in the Church of St. John the Baptist, Belize, Sept. 12 and Dec. 27, 1830"	np	np	np	xnp	Belize	Belize	1831	np	M. Newport	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/24864531	24 pages (16mo)	xnp	xnp	###	
"RED;;;ID=S 1172;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Montufar;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Memorias para la historia de la revolución de Centro-América : por un guatemalteco;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Impreso por Aburto y Blanco, en la oficina del gobierno;;;PLACE 2=Jalapa;;;PLACE 3=Guatemala;;;START 1=1832;;;STOP 1=np;;;NAME 3=M. Montúfar y Coronado;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/963750581 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/367953983;;;DESC 1=287 pages;;;NOTE=xnp;;;LINK=https://bvpb.mcu.es/es/consulta/registro.do?id=398189;;;END###"	S 1172	1172	1	0	P	Montufar	xnp	0	xxx	xxx	1	vols	Memorias para la historia de la revolución de Centro-América : por un guatemalteco	np	np	np	"Impreso por Aburto y Blanco, en la oficina del gobierno"	Jalapa	Guatemala	1832	np	M. Montúfar y Coronado	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/963750581 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/367953983	287 pages	xnp	https://bvpb.mcu.es/es/consulta/registro.do?id=398189	###	
"RED;;;ID=S 1174;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Newport;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Sermon preached November 3, 1833, in the Church of St. John the Baptist, Belize, in the Bay of Honduras, on the death of Francis Leigh Townley Balfour Esq., clerk of the courts;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Roake and Varty;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1834;;;STOP 1=np;;;NAME 3=M. Newport;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/810524762;;;DESC 1=22, [2] pages ; 17.3 cm;;;NOTE=by the Rev. M. Newport A.M. Minister of St. John's Church and Chaplin of the garrison of Belize, printed at the request of his friends and executors;;;LINK=xnp;;;END###"	S 1174	1174	1	0	P	Newport	xnp	0	xxx	xxx	1	vols	"Sermon preached November 3, 1833, in the Church of St. John the Baptist, Belize, in the Bay of Honduras, on the death of Francis Leigh Townley Balfour Esq., clerk of the courts"	np	np	np	Roake and Varty	London	UK	1834	np	M. Newport	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/810524762	"22, [2] pages ; 17.3 cm"	"by the Rev. M. Newport A.M. Minister of St. John's Church and Chaplin of the garrison of Belize, printed at the request of his friends and executors"	xnp	###	
"RED;;;ID=S 1176;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Serv Rules nn;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=xxx;;;UNITS=vols;;;NAME 1=Rules and regulations for the information and guidance of the principal officers and others in His Majesty's colonial possessions;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed by W. Clowes and Sons;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1837;;;STOP 1=xxx;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1125848561 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/936671696;;;DESC 1=xxx;;;NOTE=Desc v 1 = xii, 147 p. ; 25 cm / Preface signed and dated: Colonial Department, Downing Street, March 30th, 1837 / Possibly see BH Civ Serv Assn, *Rules* [sl, HM Prison, 1890s] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656504358 / Further see *Regulations for the guidance of public officers in the conduct of their official work and correspondence* [Belize, Angelus Press, 1897] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656507423;;;LINK=1837: https://www.canadiana.ca/view/oocihm.90783;;;END###"	S 1176	1176	1	0	P	Serv Rules nn	xnp	0	xxx	xxx	xxx	vols	Rules and regulations for the information and guidance of the principal officers and others in His Majesty's colonial possessions	np	np	np	Printed by W. Clowes and Sons	London	UK	1837	xxx	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1125848561 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/936671696	xxx	"Desc v 1 = xii, 147 p. ; 25 cm / Preface signed and dated: Colonial Department, Downing Street, March 30th, 1837 / Possibly see BH Civ Serv Assn, *Rules* [sl, HM Prison, 1890s] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656504358 / Further see *Regulations for the guidance of public officers in the conduct of their official work and correspondence* [Belize, Angelus Press, 1897] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656507423"	1837: https://www.canadiana.ca/view/oocihm.90783	###	
"RED;;;ID=S 1178;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Lon 1840;;;NAME 0=Lon 40;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Revival of the British settlement on the Bluefields' River, in Central America;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed by E. Colyer;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1840;;;STOP 1=np;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/181092302;;;DESC 1=13, [2], 21+? ; 23 cm;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1178	1178	1	0	P	Lon 1840	Lon 40	0	xxx	xxx	1	vols	"Revival of the British settlement on the Bluefields' River, in Central America"	np	np	np	Printed by E. Colyer	London	UK	1840	np	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/181092302	"13, [2], 21+? ; 23 cm"	xnp	xnp	###	
"RED;;;ID=S 1180;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Brit CA Co;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The new British colony, province of Victoria, in Central America;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=J. Cunningham, printer;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1840;;;STOP 1=np;;;NAME 3=British Central American Land Co.;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/23039611;;;DESC 1=16 pages frontispiece (folded map) 22 cm;;;NOTE=Further see Brit CA Co, *Emigration* [Lon, Effingham Wilson, 1841] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/57683993;;;LINK=xnp;;;END###"	S 1180	1180	1	0	P	Brit CA Co	xnp	0	xxx	xxx	1	vols	"The new British colony, province of Victoria, in Central America"	np	np	np	"J. Cunningham, printer"	London	UK	1840	np	British Central American Land Co.	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/23039611	16 pages frontispiece (folded map) 22 cm	"Further see Brit CA Co, *Emigration* [Lon, Effingham Wilson, 1841] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/57683993"	xnp	###	
"RED;;;ID=S 1182;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Wood;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The adventures, sufferings and observations of James Wood : containing amongst other things, a description of various places lying between the gulfs of Darien and St. Lawrence : with an account of the manners of the inhabitants of the places described : interspersed with remarks and cautions to those who intend to emigrate;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Simpkin, Marshall, and Co.; Ipswich; Burton;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1840;;;STOP 1=np;;;NAME 3=J. Wood;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/890752720;;;DESC 1=68 p. ; 18 cm;;;NOTE=xnp;;;LINK=https://www.canadiana.ca/view/oocihm.35205;;;END###"	S 1182	1182	1	0	P	Wood	xnp	0	xxx	xxx	1	vols	"The adventures, sufferings and observations of James Wood : containing amongst other things, a description of various places lying between the gulfs of Darien and St. Lawrence : with an account of the manners of the inhabitants of the places described : interspersed with remarks and cautions to those who intend to emigrate"	np	np	np	"Simpkin, Marshall, and Co.; Ipswich; Burton"	London	UK	1840	np	J. Wood	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/890752720	68 p. ; 18 cm	xnp	https://www.canadiana.ca/view/oocihm.35205	###	
"RED;;;ID=S 1184;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Young N;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Narrative of a Residence on the Mosquito Shore, During the Years 1839, 1840, and 1841;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Smith, Elder and Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1842;;;STOP 1=np;;;NAME 3=T. Young;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Bolland F 227;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/6583379;;;DESC 1=iv, 172 pages frontispiece, plates 20 cm;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1184	1184	1	0	P	Young N	xnp	0	xxx	xxx	1	vols	"Narrative of a Residence on the Mosquito Shore, During the Years 1839, 1840, and 1841"	np	np	np	"Smith, Elder and Co."	London	UK	1842	np	T. Young	xnp	np	np	np	Bolland F 227	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6583379	"iv, 172 pages frontispiece, plates 20 cm"	xnp	xnp	###	
"RED;;;ID=S 1186;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Hon Mers;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The memorial of the Honduras merchants, to the Committee of Lloyds. For the registry of British & foreign shipping, 25th. August, 1846, praying the removal of the existing limitations to the general use of mahogany in the building of vessels of the highest class, with an appendix, containing the representations on the same subject of various dealers & importers of mahogany, as well as of ship-owners and ship-builders in all parts of the United Kingdom;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=J.D. Smith and Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1846;;;STOP 1=np;;;NAME 3=Honduras Merchants' Committee;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/43073910;;;DESC 1=47 pages 21 cm;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1186	1186	1	0	P	Hon Mers	xnp	0	xxx	xxx	1	vols	"The memorial of the Honduras merchants, to the Committee of Lloyds. For the registry of British & foreign shipping, 25th. August, 1846, praying the removal of the existing limitations to the general use of mahogany in the building of vessels of the highest class, with an appendix, containing the representations on the same subject of various dealers & importers of mahogany, as well as of ship-owners and ship-builders in all parts of the United Kingdom"	np	np	np	J.D. Smith and Co.	London	UK	1846	np	Honduras Merchants' Committee	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/43073910	47 pages 21 cm	xnp	xnp	###	
