Table 1
	CODE	R.FTM	R.GENRE	R.TIT	R.ATIT	R.BTIT	R.JTIT	R.SER	R.PLACE	R.ED	R.PUB	R.DATE	R.ID	R.ID	R.INT	R.VOL	R.ISS	R.PP	R.LAST	R.FIRST	LAST	FIRST	TIT	ATIT	BTIT	JTIT	SER	PLACE	ED	PUB	DATE	ID	ID	INT	VOL	ISS	PP		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Revista+cuadernos+del+Caribe&amp;rft.atitle=Zambos+y+negros+de+La+Taguzgalpa%3A+actores+claves+en+el+contrabando+centroamericano.+1642-1715&amp;rft.volume=13&amp;rft.issue=21&amp;rft.pages=7-20&amp;rft.date=2016&amp;rft.aulast=Obando+Andrade&amp;rft.aufirst=Rafael&amp;rft_id=https%3A%2F%2Frepositorio.unal.edu.co%2Fhandle%2Funal%2F66081&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3A1638+Tipu+rebellion	journal	article	^^^	Zambos+y+negros+de+La+Taguzgalpa%3A+actores+claves+en+el+contrabando+centroamericano.+1642-1715	^^^	Revista+cuadernos+del+Caribe	^^^	^^^	^^^	^^^	2016	https%3A%2F%2Frepositorio.unal.edu.co%2Fhandle%2Funal%2F66081	^^^	^^^	13	21	7-20	Obando+Andrade	Rafael	Obando Andrade	Rafael	^^^	Zambos y negros de La Taguzgalpa: actores claves en el contrabando centroamericano. 1642-1715	^^^	Revista cuadernos del Caribe	^^^	^^^	^^^	^^^	2016	https://repositorio.unal.edu.co/handle/unal/66081	^^^	^^^	13	21	7-20		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Revista+cuadernos+del+Caribe&amp;rft.atitle=Zambos+y+negros+de+La+Taguzgalpa%3A+actores+claves+en+el+contrabando+centroamericano.+1642-1715&amp;rft.volume=13&amp;rft.issue=21&amp;rft.pages=7-20&amp;rft.date=2016&amp;rft.aulast=Obando+Andrade&amp;rft.aufirst=Rafael&amp;rft_id=https%3A%2F%2Frepositorio.unal.edu.co%2Fhandle%2Funal%2F66081&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	Zambos+y+negros+de+La+Taguzgalpa%3A+actores+claves+en+el+contrabando+centroamericano.+1642-1715	^^^	Revista+cuadernos+del+Caribe	^^^	^^^	^^^	^^^	2016	https%3A%2F%2Frepositorio.unal.edu.co%2Fhandle%2Funal%2F66081	^^^	^^^	13	21	7-20	Obando+Andrade	Rafael	Obando Andrade	Rafael	^^^	Zambos y negros de La Taguzgalpa: actores claves en el contrabando centroamericano. 1642-1715	^^^	Revista cuadernos del Caribe	^^^	^^^	^^^	^^^	2016	https://repositorio.unal.edu.co/handle/unal/66081	^^^	^^^	13	21	7-20		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Revista+cuadernos+del+Caribe&amp;rft.atitle=Zambos+y+negros+de+La+Taguzgalpa%3A+actores+claves+en+el+contrabando+centroamericano.+1642-1715&amp;rft.volume=13&amp;rft.issue=21&amp;rft.pages=7-20&amp;rft.date=2016&amp;rft.aulast=Obando+Andrade&amp;rft.aufirst=Rafael&amp;rft_id=https%3A%2F%2Frepositorio.unal.edu.co%2Fhandle%2Funal%2F66081&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Zambos+y+negros+de+La+Taguzgalpa%3A+actores+claves+en+el+contrabando+centroamericano.+1642-1715	^^^	Revista+cuadernos+del+Caribe	^^^	^^^	^^^	^^^	2016	https%3A%2F%2Frepositorio.unal.edu.co%2Fhandle%2Funal%2F66081	^^^	^^^	13	21	7-20	Obando+Andrade	Rafael	Obando Andrade	Rafael	^^^	Zambos y negros de La Taguzgalpa: actores claves en el contrabando centroamericano. 1642-1715	^^^	Revista cuadernos del Caribe	^^^	^^^	^^^	^^^	2016	https://repositorio.unal.edu.co/handle/unal/66081	^^^	^^^	13	21	7-20		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Revista+de+Estudios+Mar%C3%ADtimos+y+Sociales&amp;rft.atitle=Puerto%2C+frontera+y+defensa+en+Trujillo+%28Honduras%29%2C+1502-1642&amp;rft.volume=2&amp;rft.issue=2&amp;rft.pages=21-33&amp;rft.issn=2545-6237&amp;rft.aulast=Payne+Iglesias&amp;rft.aufirst=Elizet&amp;rft_id=https%3A%2F%2Festudiosmaritimossociales.org%2Farchivo%2Fn2%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settlement+in+the+Bay+Islands	journal	article	^^^	Puerto%2C+frontera+y+defensa+en+Trujillo+%28Honduras%29%2C+1502-1642	^^^	Revista+de+Estudios+Mar%C3%ADtimos+y+Sociales	^^^	^^^	^^^	^^^	^^^	https%3A%2F%2Festudiosmaritimossociales.org%2Farchivo%2Fn2%2F	^^^	^^^	2	2	21-33	Payne+Iglesias	Elizet	Payne Iglesias	Elizet	^^^	"Puerto, frontera y defensa en Trujillo (Honduras), 1502-1642"	^^^	Revista de Estudios Marítimos y Sociales	^^^	^^^	^^^	^^^	^^^	https://estudiosmaritimossociales.org/archivo/n2/	^^^	^^^	2	2	21-33		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Revista+de+Indias&amp;rft.atitle=The+Armada+de+Barlovento%2C+fleet+despatch+and+transport+of+Mercury+to+Mexico%2C+1637-1738&amp;rft.volume=54&amp;rft.issue=202&amp;rft.pages=575-591&amp;rft.date=1994&amp;rft_id=info%3Aoclcnum%2F773517874&amp;rft_id=info%3Adoi%2F10.3989%2Frevindias.1994.i202.1120&amp;rft.aulast=Lang&amp;rft.aufirst=M.+F.&amp;rft_id=https%3A%2F%2Fwww.proquest.com%2Fdocview%2F1300744584&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	The+Armada+de+Barlovento%2C+fleet+despatch+and+transport+of+Mercury+to+Mexico%2C+1637-1738	^^^	Revista+de+Indias	^^^	^^^	^^^	^^^	1994	info%3Aoclcnum%2F773517874	info%3Adoi%2F10.3989%2Frevindias.1994.i202.1120	^^^	54	202	575-591	Lang	M.+F.	Lang	M. F.	^^^	"The Armada de Barlovento, fleet despatch and transport of Mercury to Mexico, 1637-1738"	^^^	Revista de Indias	^^^	^^^	^^^	^^^	1994	info:oclcnum/773517874	info:doi/10.3989/revindias.1994.i202.1120	^^^	54	202	575-591		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Revista+Fuentes+Human%C3%ADsticas&amp;rft.atitle=El+filibustero+%3A+la+novela+y+la+leyenda&amp;rft.volume=20&amp;rft.issue=37&amp;rft.pages=63-73&amp;rft.date=2008&amp;rft.issn=2007-5618&amp;rft.aulast=Algaba+Mart%C3%ADnez&amp;rft.aufirst=Leticia&amp;rft_id=http%3A%2F%2Ffuenteshumanisticas.azc.uam.mx%2Findex.php%2Frfh%2Farticle%2Fview%2F269&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AJan+Janszoon+van+Hoorn%27s+expedition+of+1633	journal	article	^^^	El+filibustero+%3A+la+novela+y+la+leyenda	^^^	Revista+Fuentes+Human%C3%ADsticas	^^^	^^^	^^^	^^^	2008	http%3A%2F%2Ffuenteshumanisticas.azc.uam.mx%2Findex.php%2Frfh%2Farticle%2Fview%2F269	^^^	^^^	20	37	63-73	Algaba+Mart%C3%ADnez	Leticia	Algaba Martínez	Leticia	^^^	El filibustero : la novela y la leyenda	^^^	Revista Fuentes Humanísticas	^^^	^^^	^^^	^^^	2008	http://fuenteshumanisticas.azc.uam.mx/index.php/rfh/article/view/269	^^^	^^^	20	37	63-73		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Rivington%27s+New-York+Loyal+Gazette&amp;rft.atitle=Extract+of+a+Letter+from+Honduras%2C+Dated+Oct.+6&amp;rft.issue=144&amp;rft.pages=3&amp;rft.date=1777-11-22&amp;rft_id=info%3Aoclcnum%2F2267230&amp;rft_id=info%3Alccn%2Fsn83030844&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Finfoweb-newsbank-com.ezp-prod1.hul.harvard.edu%2Fapps%2Freadex%2Fdoc%3Fp%3DEANX%26docref%3Dimage%2Fv2%253A1051CEA3EA07B078%2540EANX-1043EC901D0E19AA%25402370422-1043EC9030002EC4%25400&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Extract+of+a+Letter+from+Honduras%2C+Dated+Oct.+6	^^^	Rivington%27s+New-York+Loyal+Gazette	^^^	^^^	^^^	^^^	1777-11-22	info%3Aoclcnum%2F2267230	info%3Alccn%2Fsn83030844	^^^	^^^	144	3	^^^	^^^	^^^	^^^	^^^	"Extract of a Letter from Honduras, Dated Oct. 6"	^^^	Rivington’s New-York Loyal Gazette	^^^	^^^	^^^	^^^	1777-11-22	info:oclcnum/2267230	info:lccn/sn83030844	^^^	^^^	144	3		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Scots+Magazine&amp;rft.atitle=According+to+advices+from+MADRID%2C+one+of+the+motives+...&amp;rft.volume=12&amp;rft.pages=391&amp;rft.date=1750-08-03&amp;rft_id=info%3Ahdl%2F2027%2Fhvd.32044092547116&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Flink-gale-com.ezp-prod1.hul.harvard.edu%2Fapps%2Fdoc%2FJF3236585714%2FBNCN%3Fu%3Dcamb55135%26sid%3Dbookmark-BNCN%26xid%3De0a50a69&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	According+to+advices+from+MADRID%2C+one+of+the+motives+...	^^^	Scots+Magazine	^^^	^^^	^^^	^^^	1750-08-03	info%3Ahdl%2F2027%2Fhvd.32044092547116	https%3A%2F%2Flink-gale-com.ezp-prod1.hul.harvard.edu%2Fapps%2Fdoc%2FJF3236585714%2FBNCN%3Fu%3Dcamb55135%26sid%3Dbookmark-BNCN%26xid%3De0a50a69	^^^	12	^^^	391	^^^	^^^	^^^	^^^	^^^	"According to advices from MADRID, one of the motives ..."	^^^	Scots Magazine	^^^	^^^	^^^	^^^	1750-08-03	info:hdl/2027/hvd.32044092547116	https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/JF3236585714/BNCN?u=camb55135%26sid=bookmark-BNCN%26xid=e0a50a69	^^^	12	^^^	391		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Scots+Magazine&amp;rft.atitle=Ships+taken+by+the+Britons&amp;rft.volume=4&amp;rft.pages=338&amp;rft.date=1742-07-02&amp;rft_id=info%3Ahdl%2F2027%2Fhvd.32044092547249&amp;rft.au=anon.&amp;rft_id=https%3A%2F%2Flink-gale-com.ezp-prod1.hul.harvard.edu%2Fapps%2Fdoc%2FJF3238264535%2FBNCN%3Fu%3Dcamb55135%26sid%3Dbookmark-BNCN%26xid%3Dfcfbc2e0&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	Ships+taken+by+the+Britons	^^^	Scots+Magazine	^^^	^^^	^^^	^^^	1742-07-02	info%3Ahdl%2F2027%2Fhvd.32044092547249	https%3A%2F%2Flink-gale-com.ezp-prod1.hul.harvard.edu%2Fapps%2Fdoc%2FJF3238264535%2FBNCN%3Fu%3Dcamb55135%26sid%3Dbookmark-BNCN%26xid%3Dfcfbc2e0	^^^	4	^^^	338	^^^	^^^	^^^	^^^	^^^	Ships taken by the Britons	^^^	Scots Magazine	^^^	^^^	^^^	^^^	1742-07-02	info:hdl/2027/hvd.32044092547249	https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/JF3238264535/BNCN?u=camb55135%26sid=bookmark-BNCN%26xid=fcfbc2e0	^^^	4	^^^	338		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Svensk+Missionstidskrift&amp;rft.atitle=By+faith%2C+not+arms+%3A+The+role+of+franciscan+reducciones+and+the+frontier+mission+experience+in+the+subjugation+of+the+Maya+hinterland+of+colonial+Yucat%C3%A1n%2C+1602%E2%80%931672&amp;rft.volume=91&amp;rft.issue=2&amp;rft.pages=215-248&amp;rft.date=2003&amp;rft.issn=0346-217X&amp;rft.aulast=Chuchiak+IV&amp;rft.aufirst=John+F.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ACaptaincy+General+of+Yucat%C3%A1n	journal	article	^^^	By+faith%2C+not+arms+%3A+The+role+of+franciscan+reducciones+and+the+frontier+mission+experience+in+the+subjugation+of+the+Maya+hinterland+of+colonial+Yucat%C3%A1n%2C+1602%E2%80%931672	^^^	Svensk+Missionstidskrift	^^^	^^^	^^^	^^^	2003	^^^	^^^	^^^	91	2	215-248	Chuchiak+IV	John+F.	Chuchiak IV	John F.	^^^	"By faith, not arms : The role of franciscan reducciones and the frontier mission experience in the subjugation of the Maya hinterland of colonial Yucatán, 1602–1672"	^^^	Svensk Missionstidskrift	^^^	^^^	^^^	^^^	2003	^^^	^^^	^^^	91	2	215-248		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Svensk+Missionstidskrift&amp;rft.atitle=By+faith%2C+not+arms+%3A+The+role+of+franciscan+reducciones+and+the+frontier+mission+experience+in+the+subjugation+of+the+Maya+hinterland+of+colonial+Yucat%C3%A1n%2C+1602%E2%80%931672&amp;rft.volume=91&amp;rft.issue=2&amp;rft.pages=215-248&amp;rft.date=2003&amp;rft.issn=0346-217X&amp;rft.aulast=Chuchiak+IV&amp;rft.aufirst=John+F.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3ABacalar+District	journal	article	^^^	By+faith%2C+not+arms+%3A+The+role+of+franciscan+reducciones+and+the+frontier+mission+experience+in+the+subjugation+of+the+Maya+hinterland+of+colonial+Yucat%C3%A1n%2C+1602%E2%80%931672	^^^	Svensk+Missionstidskrift	^^^	^^^	^^^	^^^	2003	^^^	^^^	^^^	91	2	215-248	Chuchiak+IV	John+F.	Chuchiak IV	John F.	^^^	"By faith, not arms : The role of franciscan reducciones and the frontier mission experience in the subjugation of the Maya hinterland of colonial Yucatán, 1602–1672"	^^^	Svensk Missionstidskrift	^^^	^^^	^^^	^^^	2003	^^^	^^^	^^^	91	2	215-248		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Tempus&amp;rft.atitle=The+Origins+of+the+Belize+Settlement&amp;rft.issue=4&amp;rft.pages=137-160&amp;rft.date=2016-11-19&amp;rft.issn=2422-2178&amp;rft.aulast=Bulmer-Thomas&amp;rft.aufirst=Victor&amp;rft.au=Bulmer-Thomas%2C+Barbara&amp;rft_id=https%3A%2F%2Frevistas.udea.edu.co%2Findex.php%2Ftempus%2Farticle%2Fview%2F326161&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settling+of+Belize	journal	article	^^^	The+Origins+of+the+Belize+Settlement	^^^	Tempus	^^^	^^^	^^^	^^^	2016-11-19	https%3A%2F%2Frevistas.udea.edu.co%2Findex.php%2Ftempus%2Farticle%2Fview%2F326161	^^^	^^^	^^^	4	137-160	Bulmer-Thomas	Victor	Bulmer-Thomas	Victor	^^^	The Origins of the Belize Settlement	^^^	Tempus	^^^	^^^	^^^	^^^	2016-11-19	https://revistas.udea.edu.co/index.php/tempus/article/view/326161	^^^	^^^	^^^	4	137-160		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Tempus&amp;rft.atitle=The+Origins+of+the+Belize+Settlement&amp;rft.issue=4&amp;rft.pages=137-160&amp;rft.date=2016-11-19&amp;rft.issn=2422-2178&amp;rft.aulast=Bulmer-Thomas&amp;rft.aufirst=Victor&amp;rft.au=Bulmer-Thomas%2C+Barbara&amp;rft_id=https%3A%2F%2Frevistas.udea.edu.co%2Findex.php%2Ftempus%2Farticle%2Fview%2F326161&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	The+Origins+of+the+Belize+Settlement	^^^	Tempus	^^^	^^^	^^^	^^^	2016-11-19	https%3A%2F%2Frevistas.udea.edu.co%2Findex.php%2Ftempus%2Farticle%2Fview%2F326161	^^^	^^^	^^^	4	137-160	Bulmer-Thomas	Victor	Bulmer-Thomas	Victor	^^^	The Origins of the Belize Settlement	^^^	Tempus	^^^	^^^	^^^	^^^	2016-11-19	https://revistas.udea.edu.co/index.php/tempus/article/view/326161	^^^	^^^	^^^	4	137-160		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Terrae+Incognitae&amp;rft.atitle=John+Coxxx+and+the+Role+of+Buccaneering+in+the+Settlement+of+the+Yucatan+Colonial+Frontier&amp;rft.volume=12&amp;rft.issue=1&amp;rft.pages=65-84&amp;rft.date=1980&amp;rft_id=info%3Aoclcnum%2F5525852552&amp;rft_id=info%3Adoi%2F10.1179%2Ftin.1980.12.1.65&amp;rft.aulast=Joseph&amp;rft.aufirst=Gilbert+M.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	John+Coxxx+and+the+Role+of+Buccaneering+in+the+Settlement+of+the+Yucatan+Colonial+Frontier	^^^	Terrae+Incognitae	^^^	^^^	^^^	^^^	1980	info%3Aoclcnum%2F5525852552	info%3Adoi%2F10.1179%2Ftin.1980.12.1.65	^^^	12	1	65-84	Joseph	Gilbert+M.	Joseph	Gilbert M.	^^^	John Coxxx and the Role of Buccaneering in the Settlement of the Yucatan Colonial Frontier	^^^	Terrae Incognitae	^^^	^^^	^^^	^^^	1980	info:oclcnum/5525852552	info:doi/10.1179/tin.1980.12.1.65	^^^	12	1	65-84		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Terrae+Incognitae&amp;rft.atitle=John+Coxxx+and+the+Role+of+Buccaneering+in+the+Settlement+of+the+Yucatan+Colonial+Frontier&amp;rft.volume=12&amp;rft.issue=1&amp;rft.pages=65-84&amp;rft.date=1980&amp;rft_id=info%3Aoclcnum%2F5525852552&amp;rft_id=info%3Adoi%2F10.1179%2Ftin.1980.12.1.65&amp;rft.aulast=Joseph&amp;rft.aufirst=Gilbert+M.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	journal	article	^^^	John+Coxxx+and+the+Role+of+Buccaneering+in+the+Settlement+of+the+Yucatan+Colonial+Frontier	^^^	Terrae+Incognitae	^^^	^^^	^^^	^^^	1980	info%3Aoclcnum%2F5525852552	info%3Adoi%2F10.1179%2Ftin.1980.12.1.65	^^^	12	1	65-84	Joseph	Gilbert+M.	Joseph	Gilbert M.	^^^	John Coxxx and the Role of Buccaneering in the Settlement of the Yucatan Colonial Frontier	^^^	Terrae Incognitae	^^^	^^^	^^^	^^^	1980	info:oclcnum/5525852552	info:doi/10.1179/tin.1980.12.1.65	^^^	12	1	65-84		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=The+American+Historical+Review&amp;rft.atitle=Privateers+and+Pirates+of+the+West+Indies&amp;rft.volume=16&amp;rft.issue=3&amp;rft.pages=529-566&amp;rft.date=1911-04&amp;rft_id=info%3Adoi%2F10.2307%2F1834836&amp;rft_id=%2F%2Fwww.jstor.org%2Fstable%2F1834836%23id-name%3DJSTOR&amp;rft.aulast=Barbour&amp;rft.aufirst=Violet&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settling+of+Belize	journal	article	^^^	Privateers+and+Pirates+of+the+West+Indies	^^^	The+American+Historical+Review	^^^	^^^	^^^	^^^	1911-04	info%3Adoi%2F10.2307%2F1834836	%2F%2Fwww.jstor.org%2Fstable%2F1834836%23id-name%3DJSTOR	^^^	16	3	529-566	Barbour	Violet	Barbour	Violet	^^^	Privateers and Pirates of the West Indies	^^^	The American Historical Review	^^^	^^^	^^^	^^^	1911-04	info:doi/10.2307/1834836	//www.jstor.org/stable/1834836#id-name=JSTOR	^^^	16	3	529-566		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=The+Geographical+Journal&amp;rft.atitle=British+Honduras&amp;rft.volume=50&amp;rft.issue=3&amp;rft.pages=161-175&amp;rft.date=1917-09&amp;rft_id=info%3Adoi%2F10.2307%2F1779904&amp;rft_id=%2F%2Fwww.jstor.org%2Fstable%2F1779904%23id-name%3DJSTOR&amp;rft.aulast=Swayne&amp;rft.aufirst=Eric&amp;rft_id=http%3A%2F%2Fezp-prod1.hul.harvard.edu%2Flogin%3Furl%3Dhttps%3A%2F%2Fwww.jstor.org%2Fstable%2F1779904&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settling+of+Belize	journal	article	^^^	British+Honduras	^^^	The+Geographical+Journal	^^^	^^^	^^^	^^^	1917-09	info%3Adoi%2F10.2307%2F1779904	%2F%2Fwww.jstor.org%2Fstable%2F1779904%23id-name%3DJSTOR	^^^	50	3	161-175	Swayne	Eric	Swayne	Eric	^^^	British Honduras	^^^	The Geographical Journal	^^^	^^^	^^^	^^^	1917-09	info:doi/10.2307/1779904	//www.jstor.org/stable/1779904#id-name=JSTOR	^^^	50	3	161-175		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=The+Geographical+Journal&amp;rft.atitle=British+Honduras&amp;rft.volume=50&amp;rft.issue=3&amp;rft.pages=161-175&amp;rft.date=1917-09&amp;rft_id=info%3Adoi%2F10.2307%2F1779904&amp;rft_id=%2F%2Fwww.jstor.org%2Fstable%2F1779904%23id-name%3DJSTOR&amp;rft.aulast=Swayne&amp;rft.aufirst=Eric&amp;rft_id=http%3A%2F%2Fezp-prod1.hul.harvard.edu%2Flogin%3Furl%3Dhttps%3A%2F%2Fwww.jstor.org%2Fstable%2F1779904&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	journal	article	^^^	British+Honduras	^^^	The+Geographical+Journal	^^^	^^^	^^^	^^^	1917-09	info%3Adoi%2F10.2307%2F1779904	%2F%2Fwww.jstor.org%2Fstable%2F1779904%23id-name%3DJSTOR	^^^	50	3	161-175	Swayne	Eric	Swayne	Eric	^^^	British Honduras	^^^	The Geographical Journal	^^^	^^^	^^^	^^^	1917-09	info:doi/10.2307/1779904	//www.jstor.org/stable/1779904#id-name=JSTOR	^^^	50	3	161-175		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=William+and+Mary+Quarterly&amp;rft.atitle=Daniell+Ellffryth%27s+Guide+to+the+Caribbean%2C+1631&amp;rft.volume=1&amp;rft.issue=3&amp;rft.pages=273-316&amp;rft.date=1944&amp;rft_id=info%3Adoi%2F10.2307%2F1923731&amp;rft_id=%2F%2Fwww.jstor.org%2Fstable%2F1923731%23id-name%3DJSTOR&amp;rft.aulast=Pargellis&amp;rft.aufirst=Stanley&amp;rft.au=Butler%2C+Ruth+L.&amp;rft_id=http%3A%2F%2Fezp-prod1.hul.harvard.edu%2Flogin%3Furl%3Dhttps%3A%2F%2Fwww.jstor.org%2Fstable%2F1923731&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settlement+in+the+Bay+Islands	journal	article	^^^	Daniell+Ellffryth%27s+Guide+to+the+Caribbean%2C+1631	^^^	William+and+Mary+Quarterly	^^^	^^^	^^^	^^^	1944	info%3Adoi%2F10.2307%2F1923731	%2F%2Fwww.jstor.org%2Fstable%2F1923731%23id-name%3DJSTOR	^^^	1	3	273-316	Pargellis	Stanley	Pargellis	Stanley	^^^	"Daniell Ellffryth’s Guide to the Caribbean, 1631"	^^^	William and Mary Quarterly	^^^	^^^	^^^	^^^	1944	info:doi/10.2307/1923731	//www.jstor.org/stable/1923731#id-name=JSTOR	^^^	1	3	273-316		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Yaxkin&amp;rft.atitle=La+Costa+Caribe+de+Honduras%3A+Su+geograf%C3%ADa%2C+historia+y+etnolog%C3%ADa&amp;rft.volume=24&amp;rft.issue=1&amp;rft.pages=15-66&amp;rft.date=2008&amp;rft.aulast=Davidson&amp;rft.aufirst=William+V.&amp;rft_id=http%3A%2F%2Fwww.tzibalnaah.unah.edu.hn%2Fhandle%2F123456789%2F12657&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settlement+in+the+Bay+Islands	journal	article	^^^	La+Costa+Caribe+de+Honduras%3A+Su+geograf%C3%ADa%2C+historia+y+etnolog%C3%ADa	^^^	Yaxkin	^^^	^^^	^^^	^^^	2008	http%3A%2F%2Fwww.tzibalnaah.unah.edu.hn%2Fhandle%2F123456789%2F12657	^^^	^^^	24	1	15-66	Davidson	William+V.	Davidson	William V.	^^^	"La Costa Caribe de Honduras: Su geografía, historia y etnología"	^^^	Yaxkin	^^^	^^^	^^^	^^^	2008	http://www.tzibalnaah.unah.edu.hn/handle/123456789/12657	^^^	^^^	24	1	15-66		
