Table 1
ID	OID	PRIM	COLLECTED	FORMAT	DATE	DATE	DESCRIPTION	TITLE	TITLE	PLACE	PUB	NAME	NOTE	URL	URL	END	
	^^^	^^^	^^^	P	1725	^^^	1st ed.	"A voyage to the islands Madera, Barbados, Nieves, S. Christophers and Jamaica, with the natural history of the Herbs and Trees, Four-Footed Beasts, Fishes, Birds, Insects, Reptiles, &c. of the last of those islands; to which is prefix’d an introduction, wherein is an account of the inhabitants, air, waters, diseases, trade, &c. of that Place, with some Relations concerning the Neighbouring Continent, and Islands of America. Illustrated with the figures of the things describ’d, which have not been heretofore engraved; In large Copper-Plates as big as the Life."	^^^	London	Printed by B.M. for the author	H. Sloane	^^^	https://link.gale.com/apps/doc/CW0101369488/ECCO?u=camb55135%26sid=ECCO%26xid=35d52638%26pg=1	^^^	###	
	^^^	^^^	^^^	P	1819	^^^	^^^ ed.	Statutes of the Realm	^^^	^^^	^^^	^^^ ^^^	^^^	https://link.gale.com/apps/doc/U0107046668/MOME?u=camb55135%26sid=primo%26xid=a67d6e7e%26pg=5	^^^	###	
	^^^	^^^	^^^	P	1819	^^^	^^^ ed.	Statutes of the Realm	^^^	s.l.	s.n.	^^^ ^^^	^^^	https://link.gale.com/apps/doc/U0107046668/MOME?u=camb55135%26sid=primo%26xid=a67d6e7e%26pg=5	^^^	###	
	^^^	^^^	^^^	P	1724	^^^	1st ed.	"A general history of the robberies and murders of the most notorious pyrates, and also their policies, discipline and government, from their first rise and settlement in the island of Providence, in 1717, to the present Year 1724"	^^^	London	"Printed for Ch. Rivington at the Dille and Crown in St. Paul’s Church-Yard, J. Lacy at the Shop near the Temple-Gate, and J. Stone next the Crown Coffee-House the back of Greys-Inn"	^^^ ^^^	^^^	https://link.gale.com/apps/doc/CW0103162468/ECCO?u=camb55135%26sid=ECCO%26xid=c44a58e0	^^^	###	
	^^^	^^^	^^^	P	1883	^^^	1st ed.	The Works of Hubert Howe Bancroft	^^^	San Francisco	A. L. Bancroft & Co.	Hubert Howe Bancroft	^^^	https://www.google.com/books/edition/History_of_Central_America/eSoPAAAAYAAJ?hl=en%26gbpv=1%26printsec=frontcover	^^^	###	
	^^^	^^^	^^^	P	1886	^^^	Reprint of 1st ed.	The Works of Hubert Howe Bancroft	^^^	San Francisco	The History Co.	Hubert Howe Bancroft	^^^	https://llmc-com.ezp-prod1.hul.harvard.edu/docDisplay5.aspx?set=68850%26volume=0007%26part=001	^^^	###	
	^^^	^^^	^^^	P	1877	^^^	1st ed.	"Belice, estudio sobre el origen de ese nombre"	^^^	Mexico	Imprenta de Gonzalo A. Esteva	Eligio Ancona	^^^	https://www.google.com/books/edition/Belice/maY_AAAAYAAJ?hl=en%26gbpv=0	^^^	###	
	^^^	^^^	^^^	P	1883	^^^	1st ed.	"British Honduras: an historical and descriptive account of the colony from its settlement, 1670"	^^^	London	"Sampson Low, Marston, Searle, & Rivington"	Archibald Robertson Gibbs	^^^	https://www.google.com/books/edition/British_Honduras/UmhuYGCOdNQC?hl=en%26gbpv=1	^^^	###	
	^^^	^^^	^^^	P	1888	^^^	1st ed.	"Los ingleses en Mexico, ó sea, el origen y fundacion de las colonias británicas en el seno mexicano"	^^^	"México, D.F."	Imprenta de Jose V. Castillo	Lázaro Pavía	^^^	http://acervo.bibliotecavirtualdeyucatan.com.mx/janium-bin/janium_zui.pl?fn=64020%26jzd=/janium/AP2/XLIII-1888.12/d.jzd	^^^	###	
	^^^	^^^	^^^	P	1888	^^^	1st ed.	"The Handbook of British Honduras for 1888-89 : Comprising Historical, Statistical, and General Information Concerning the Colony, Compiled from Official and Other Reliable Records"	^^^	Edinburgh & London	William Blackwood & Sons	Lindsay W. Bristowe	^^^	https://www.google.com/books/edition/The_Handbook_of_British_Honduras/Z5YvAAAAMAAJ?hl=en%26gbpv=1	^^^	###	
	^^^	^^^	^^^	P	2014	^^^	^^^ ed.	"La construcción de la autoridad virreinal en nueva España, 1535-1595"	^^^	Mexico City	El Colegio de México	Lara Semboloni Capitani	See //www.jstor.org/stable/j.ctt15hvw3p#id-name=JSTOR	^^^	http://www.jstor.org/stable/j.ctt15hvw3p	###	
	^^^	^^^	^^^	P	1854	^^^	^^^ ed.	The History of Yucatan : From its discovery to the close of the seventeenth century	^^^	London	John Murray	Charles St. John Fancourt	See //openlibrary.org/books/OL6914420M#id-name=OL	^^^	^^^	###	
	^^^	^^^	^^^	P	1854	^^^	^^^ ed.	The History of Yucatan : From its discovery to the close of the seventeenth century	^^^	London	John Murray	Charles St. John Fancourt	See //openlibrary.org/books/OL6914420M#id-name=OL	^^^	^^^	###	
	^^^	^^^	^^^	P	1935	^^^	1st ed.	Nederlandsche zeevaarders op de eilanden in de Caraïbische zee en aan de kust van Columbia en Venezuela gedurende de jaren 1621-1648(9) Documenten hoofdzakelijk uit het Archivo general de Indias te Sevilla	^^^	Utrecht	Kemink en Zoon	^^^ ^^^	^^^	https://resolver.kb.nl/resolve?urn=MMKB05:000038084	^^^	###	
	^^^	^^^	^^^	P	1937	^^^	^^^ ed.	"Historie ofte iaerlijck verhael van de verrichtinghen der geoctroyeerde West-Indische Compagnie, zedert haer begin, tot het eynde van ’t jaer sesthien-hondert ses-en-dertich; begrepen in derthien boecken, ende met verscheyden koperen platen verciert"	^^^	Hague	Mart. Nijhoff	Joannes de Laet	^^^	https://resolver.kb.nl/resolve?urn=KONB10:000019207	^^^	###	
	^^^	^^^	^^^	P	1941	^^^	Expanded 2nd ed.	Belice	Revista de la Facultad de Ciencias Jurídicas y Sociales de Guatemala. Vol. 2. No. 1 Suplemento	Guatemala	Tipografía Nacional de Guatemala	Francisco Asturias	See info:hdl/2027/uc1.$b639954See info:oclcnum/1987689	^^^	^^^	###	
	^^^	^^^	^^^	P	2010	^^^	1st ed.	Cartas de los gobernadores	^^^	"San Juan, Puerto Rico"	Academia Puertorriqueña de la Historia : Centro de Estudios Avanzados de Puerto Rico y del Caribe : Fundación Puertorriqueña de las Humanidades	^^^ ^^^	See info:oclcnum/700460564	^^^	^^^	###	
	^^^	^^^	^^^	P	1937	^^^	1st ed.	"Piraterías en Campeche (Siglos XVI, XVII, y XVIII)"	Enciclopedia ilustrada mexicana ; no. 6	"México, D.F."	Porrúa hnos. y cía	Héctor Pérez Martínez	See info:oclcnum/5285247	^^^	^^^	###	
	^^^	^^^	^^^	P	2019	^^^	Updated October 2019 ed.	Diccionario geografico-histórico de topónimos y lugares indígenas : Historical gazetteer of indigenous places and place names	Honduras indigena	"Tegucigalpa, Hond."	Academia Hondureña de Geografía e Historia	William V. Davidson	See info:oclcnum/956552600	^^^	http://williamvdavidson.com/publications	###	
	^^^	^^^	^^^	P	1938	^^^	^^^ ed.	El Concept Histórico de Capitanía General : Revillagigedo y Yucatán	^^^	"Merida, Yuc."	Compañía Tipográfica Yucateca	José I. Rubio Mañé	See info:oclcnum/970564941	^^^	http://acervo.bibliotecavirtualdeyucatan.com.mx/janium-bin/janium_zui.pl?fn=65532%26jzd=/janium/AP2/CXXX-1938-1_2.05/d.jzd	###	
	^^^	^^^	^^^	P	1937	^^^	1st ed.	"Relación historial eclesiástica de la provincia de Yucatán de la Nueva España, escrita el año de 1639"	Biblioteca histórica mexicana de obras inéditas	"México, Dist. Fed."	"Antigua Librería Robredo, J. Porrúa e Hijos"	Francisco de Cárdenas Valencia	See info:hdl/2027/txu.059173018271330See info:oclcnum/4660610	^^^	^^^	###	
	^^^	^^^	^^^	P	1937	^^^	1st ed.	"Relación historial eclesiástica de la provincia de Yucatán de la Nueva España, escrita el año de 1639"	Biblioteca histórica mexicana de obras inéditas	Mexico City	"Antigua Librería Robredo, J. Porrúa e Hijos"	Francisco de Cárdenas Valencia	See info:oclcnum/4660610	^^^	^^^	###	
	^^^	^^^	^^^	P	1937	^^^	1st ed.	"Relación historial eclesiástica de la provincia de Yucatán de la Nueva España, escrita el año de 1639"	Biblioteca histórica mexicana de obras inéditas	Mexico City	"Antigua Librería Robredo, J. Porrúa e Hijos"	Francisco de Cárdenas Valencia	See info:oclcnum/4660610	^^^	^^^	###	
	^^^	^^^	^^^	P	1937	^^^	1st ed.	"Relación historial eclesiástica de la provincia de Yucatán de la Nueva España, escrita el año de 1639"	Biblioteca histórica mexicana de obras inéditas	Mexico City	"Antigua Librería Robredo, J. Porrúa e Hijos"	Francisco de Cárdenas Valencia	See info:oclcnum/4660610	^^^	^^^	###	
	^^^	^^^	^^^	P	1733	^^^	1st ed.	Tome Troisiéme	"Histoire de l’Isle espagnole ou de S. Domingue : Ecrite particuliérement sur des mémoires manuscrits du P. Jean-Baptiste Le Pers, jésuite, missionnaire à Saint-Domingue, et sur les piéces originales qui se conservent au Dépôt de la Marine, par le P. Pierre-François-Xavier de Charlevoix,..."	Amsterdam	Chez François L’Honoré	Pierre-François-Xavier de Charlevoix	See info:oclcnum/879558681	^^^	https://gallica.bnf.fr/ark:/12148/bpt6k5516655c	###	
	^^^	^^^	^^^	P	1899	^^^	1st ed.	AÑOS 1621 - 1652	Armada española desde la unión de los reinos de Castilla y de León	Madrid	"Est. tipográfico ""Sucesores de Rivadeneyra"""	Cesário Fernández Duro	See info:hdl/2027/mdp.39015036698697See info:oclcnum/4413652	^^^	^^^	###	
	^^^	^^^	^^^	P	1899	^^^	1st ed.	AÑOS 1621 - 1652	Armada española desde la unión de los reinos de Castilla y de León	Madrid	"Est. tipográfico ""Sucesores de Rivadeneyra"""	Cesário Fernández Duro	See info:hdl/2027/mdp.39015036698697See info:oclcnum/4413652	^^^	^^^	###	
	^^^	^^^	^^^	P	1899	^^^	1st ed.	Armada española desde la unión de los reinos de Castilla y de León	^^^	Madrid	"Est. tipográfico ""Sucesores de Rivadeneyra"""	Cesário Fernández Duro	See info:oclcnum/4413652	^^^	https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/mardigitalrevistas/prefLang-es/05a-cesareo-fernandez-duro	###	
	^^^	^^^	^^^	P	1894	^^^	1st ed.	Belice : Apuntes historicos y colección de tratados internacionales relativos a esta colonia británica	^^^	Merida	"Imprenta de ""La Revista de Mérida"""	Nestor Rubio Alpuche	See info:oclcnum/645354630	^^^	https://www.google.com/books/edition/Belice/YdkBAAAAMAAJ	###	
	^^^	^^^	^^^	P	1991	^^^	1st ed.	Documentos coloniales de Honduras	Colección Padre Manuel Subirana ; 3	"Tegucigalpa, Honduras"	Centro de Publicaciones Obispado de Choluteca : Centro de Estudios Históricos y Sociales para el Desarrollo de Honduras	^^^ ^^^	See info:hdl/2027/txu.059172118124095See info:oclcnum/26944467	^^^	^^^	###	
	^^^	^^^	^^^	P	2004	^^^	1st ed.	Diccionario histórico biográfico de Guatemala	Enciclopedia Guatemala	Guatemala City	Fundación para la Cultura y el Desarrollo & Asociación de Amigos del País	^^^ ^^^	See info:oclcnum/58734025	^^^	http://www.fundacionhcg.org/libros/dhbg/	###	
	^^^	^^^	^^^	P	2005	^^^	Reprint of 1st ed.	Historia general de Guatemala	^^^	Guatemala City	Asociación de Amigos del País & Fundación para la Cultura y el Desarollo	Jorge Luján Muñoz	See info:oclcnum/499047798	^^^	http://fundacionhcg.org/libros/lq/tomoii/#p=1	###	
	^^^	^^^	^^^	P	2005	^^^	Reprint of 1st ed.	Historia general de Guatemala	^^^	Guatemala City	Asociación de Amigos del País & Fundación para la Cultura y el Desarollo	Jorge Luján Muñoz	See info:oclcnum/499047798	^^^	http://fundacionhcg.org/libros/lq/tomoiii/#p=1	###	
	^^^	^^^	^^^	P	2011	^^^	^^^ ed.	La colonización de los mayas peninsulares	Biblioteca Básica de Yucatán	"Merida, Yuc."	Secretaría de Educación del Gobierno del Estado de Yucatán	Sergio Quezada	^^^	http://unidadeditorial.yucatan.gob.mx/la-colonizacion-de-los-mayas-peninsulares.php	^^^	###	
	^^^	^^^	^^^	P	2011	^^^	^^^ ed.	La colonización de los mayas peninsulares	Biblioteca Básica de Yucatán	"Merida, Yuc."	Secretaría de Educación del Gobierno del Estado de Yucatán	Sergio Quezada	^^^	http://unidadeditorial.yucatan.gob.mx/la-colonizacion-de-los-mayas-peninsulares.php	^^^	###	
	^^^	^^^	^^^	P	2014-10-10	^^^	^^^ ed.	Poder político y jurídico en Yucatán en el siglo XVI	Doctrina Jurídica	Mexico City	Universidad Nacional Autónoma de México y Universidad Autónoma de Yucatán	José I. Saucedo González	^^^	https://biblio.juridicas.unam.mx/en/bjv/detalleLibro/3720-poder-politico-y-juridico-en-yucatan-en-el-siglo-xvi	^^^	###	
	^^^	^^^	^^^	P	1933	^^^	1st ed.	"Recordación florida: discurso historial y demostración natural, material, militar y política del reyno de Guatemala"	"Biblioteca ""Goathemala"" de la Sociedad de Geografía e Historia de Guatemala Vol. 7"	^^^	Tipografía nacional	F. A. Fuentes y Guzmán	See info:oclcnum/3576677	^^^	https://archive.org/details/BibliotecaGoathemalaAGHGVolVIIRecordacionFlorida2	###	
	^^^	^^^	^^^	P	2002	^^^	1st ed.	"Colón y la Costa Caribe de Centroamérica : V centenario, 1502-2002"	Colección cultural de Centro América ; Serie histórica ; 14	"Managua, Nic."	Fundación Vida	^^^ ^^^	See info:hdl/2027/txu.059173011635326See info:oclcnum/645669088	^^^	^^^	###	
	^^^	^^^	^^^	P	2002	^^^	1st ed.	Colón y la costa Caribe de Centroamérica	Colección cultural de Centroamérica. Serie Histórica ; no. 14	"Managua, Nicaragua"	Fundación Vida	^^^ ^^^	See info:hdl/2027/txu.059173011635326See info:oclcnum/51907197	^^^	^^^	###	
	^^^	^^^	^^^	P	2002	^^^	1st ed.	Colón y la costa Caribe de Centroamérica	Colección cultural de Centroamérica. Serie Histórica ; no. 14	"Managua, Nicaragua"	Fundación Vida	^^^ ^^^	See info:hdl/2027/txu.059173011635326See info:oclcnum/51907197	^^^	^^^	###	
	^^^	^^^	^^^	P	2007	^^^	^^^ ed.	"Etnogénesis, hibridación y consolidación de la identidad del pueblo miskitu"	Colección América ; 6	Madrid	Consejo Superior de Investigaciones Científicas	Claudio García	See info:hdl/2027/mdp.39015026881832See info:oclcnum/227192774	^^^	^^^	###	
	^^^	^^^	^^^	P	2007	^^^	^^^ ed.	"Etnogénesis, hibridación y consolidación de la identidad del pueblo miskitu"	Colección América ; 6	Madrid	Consejo Superior de Investigaciones Científicas	Claudio García	See info:hdl/2027/mdp.39015026881832See info:oclcnum/227192774	^^^	^^^	###	
	^^^	^^^	^^^	P	1925	^^^	1st ed.	Belice	^^^	Guatemala	Sociedad de Geografía é Historia de Guatemala	Francisco Asturias	See info:hdl/2027/txu.059173022907279See info:oclcnum/10046866	^^^	^^^	###	
	^^^	^^^	^^^	P	1925	^^^	1st ed.	Belice	^^^	Guatemala	Sociedad de Geografía é Historia de Guatemala	Francisco Asturias	See info:hdl/2027/txu.059173022907279	^^^	^^^	###	
	^^^	^^^	^^^	P	1925	^^^	1st ed.	Belice	^^^	Guatemala	Sociedad de Geografía é Historia de Guatemala	Francisco Asturias	See info:hdl/2027/txu.059173022907279	^^^	https://hdl.handle.net/2027/txu.059173022907279	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	"DE CORSARIOS, MARES Y COSTAS : El corso en la construcción del espacio y experiencias marítimas en el Golfo-Caribe, 1527-1620"	^^^	Ciudad Universitaria	Universidad Autónoma de Aguascalientes	Rodrigo Alejandro de la O Torres	See info:oclcnum/1280054563	^^^	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	"DE CORSARIOS, MARES Y COSTAS : El corso en la construcción del espacio y experiencias marítimas en el Golfo-Caribe, 1527-1620"	^^^	"Ciudad Universitaria, Aguascalientes"	Universidad Autónoma de Aguascalientes	Rodrigo Alejandro De la O Torres	See info:oclcnum/1280054563	^^^	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	"DE CORSARIOS, MARES Y COSTAS : El corso en la construcción del espacio y experiencias marítimas en el Golfo-Caribe, 1527-1620"	^^^	"Ciudad Universitaria, Aguascalientes"	Universidad Autónoma de Aguascalientes	Rodrigo Alejandro De la O Torres	See info:oclcnum/1280054563	^^^	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	"DE CORSARIOS, MARES Y COSTAS : El corso en la construcción del espacio y experiencias marítimas en el Golfo-Caribe, 1527-1620"	^^^	"Ciudad Universitaria, Aguascalientes"	Universidad Autónoma de Aguascalientes	Rodrigo Alejandro De la O Torres	See info:oclcnum/1280054563	^^^	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	"DE CORSARIOS, MARES Y COSTAS : El corso en la construcción del espacio y experiencias marítimas en el Golfo-Caribe, 1527-1620"	^^^	"Ciudad Universitaria, Aguascalientes"	Universidad Autónoma de Aguascalientes	Rodrigo Alejandro De la O Torres	See info:oclcnum/1280054563	^^^	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	"DE CORSARIOS, MARES Y COSTAS : El corso en la construcción del espacio y experiencias marítimas en el Golfo-Caribe, 1527-1620"	^^^	"Ciudad Universitaria, Aguascalientes"	Universidad Autónoma de Aguascalientes	Rodrigo Alejandro De la O Torres	See info:oclcnum/1280054563	^^^	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	"DE CORSARIOS, MARES Y COSTAS : El corso en la construcción del espacio y experiencias marítimas en el Golfo-Caribe, 1527-1620"	^^^	"Ciudad Universitaria, Aguascalientes"	Universidad Autónoma de Aguascalientes	Rodrigo Alejandro De la O Torres	See info:oclcnum/1280054563	^^^	^^^	###	
	^^^	^^^	^^^	P	1944	^^^	1st ed.	"Efemérides de la Antigua Guatemala, 1541-1779"	^^^	Guatemala City	Unión Tipográfica	Juan Joaquín Pardo	See info:oclcnum/09322357	^^^	https://archive.org/details/efemridesdelaa00jjoaguat	###	
	^^^	^^^	^^^	P	1904	^^^	^^^ ed.	Historia de Yucatán durante la dominación española	^^^	"Merida, Yuc."	Imprenta de la Lotería del Estado	Juan F. Molina Solís	^^^	http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V01/1/	^^^	###	
	^^^	^^^	^^^	P	1910	^^^	^^^ ed.	Historia de Yucatán durante la dominación española	^^^	"Merida, Yuc."	Imprenta de la Lotería del Estado	Juan F. Molina Solís	^^^	http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V02/1/	^^^	###	
	^^^	^^^	^^^	P	1910	^^^	^^^ ed.	Historia de Yucatán durante la dominación española	^^^	"Merida, Yuc."	Imprenta de la Lotería del Estado	Juan F. Molina Solís	^^^	http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V02/1/	^^^	###	
	^^^	^^^	^^^	P	1913	^^^	^^^ ed.	Historia de Yucatán durante la dominación española	^^^	"Merida, Yuc."	Imprenta de la Lotería del Estado	Juan F. Molina Solís	^^^	http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V03/1/	^^^	###	
	^^^	^^^	^^^	P	1998	^^^	2nd ed.	Historia y vestigios de la ciudadela de San Benito	^^^	^^^	Dirección de Desarrollo Urbano del H. Ayuntamiento de Mérida	Raúl Alcalá Erosa	See info:oclcnum/47915779	^^^	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	^^^	Tegucigalpa	Universidad Nacional Autónoma de Honduras	José Manuel Cardona Amaya	See info:oclcnum/1192967317	^^^	https://halshs.archives-ouvertes.fr/halshs-02540842	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	^^^	Tegucigalpa	Universidad Nacional Autónoma de Honduras	José Manuel Cardona Amaya	See info:oclcnum/1192967317	^^^	https://halshs.archives-ouvertes.fr/halshs-02540842	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	^^^	Tegucigalpa	Universidad Nacional Autónoma de Honduras	José Manuel Cardona Amaya	See info:oclcnum/1192967317	^^^	https://halshs.archives-ouvertes.fr/halshs-02540842	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	^^^	Tegucigalpa	Universidad Nacional Autónoma de Honduras	José Manuel Cardona Amaya	See info:oclcnum/1192967317	^^^	https://halshs.archives-ouvertes.fr/halshs-02540842	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	^^^	Tegucigalpa	Universidad Nacional Autónoma de Honduras	José Manuel Cardona Amaya	^^^	https://halshs.archives-ouvertes.fr/halshs-02540842	^^^	###	
	^^^	^^^	^^^	P	2020	^^^	1st ed.	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	^^^	Tegucigalpa	Universidad Nacional Autónoma de Honduras	José Manuel Cardona Amaya	^^^	https://halshs.archives-ouvertes.fr/halshs-02540842	^^^	###	
	^^^	^^^	^^^	P	1955	^^^	1st ed.	Piraterías en Honduras	^^^	"San Pedro Sula, Hond."	Imprenta Renovación	Conrado Bonilla	See info:hdl/2027/txu.059173022920346See info:oclcnum/1121515718	^^^	^^^	###	
	^^^	^^^	^^^	P	1980	^^^	1st ed.	"Tabla cronológica : (de hechos históricos, políticos, sociales, económicos, culturales y científicos)"	^^^	Panamá	Lotería Nacional de Beneficencia	Carlos Manuel Gasteazoro	See info:oclcnum/12830207	^^^	^^^	###	
	^^^	^^^	^^^	P	1980	^^^	1st ed.	"Tabla cronológica : (de hechos históricos, políticos, sociales, económicos, culturales y científicos)"	^^^	Panamá	Lotería Nacional de Beneficencia	Carlos Manuel Gasteazoro	See info:oclcnum/12830207	^^^	^^^	###	
	^^^	^^^	^^^	P	1980	^^^	1st ed.	"Tabla cronológica : (de hechos históricos, políticos, sociales, económicos, culturales y científicos)"	^^^	Panamá	Lotería Nacional de Beneficencia	Carlos Manuel Gasteazoro	See info:oclcnum/12830207	^^^	^^^	###	
	^^^	^^^	^^^	P	2014	^^^	^^^ ed.	"Yucatán en el orden colonial, 1517–1811"	Historia General de Yucatán	"Merida, Yuc."	Universidad Autónoma de Yucatán	^^^ ^^^	^^^	^^^	^^^	###	
	^^^	^^^	^^^	P	1863—1870	^^^	7th ed.	Handbuch der Geographie und Statistik für die gebildeten Stände	^^^	Leipzig	J.C. Hinrichs’sche Buchhandlung	Christian Gottfried Daniel Stein	See info:oclcnum/746793168	^^^	https://link.gale.com/apps/doc/CY0106247157/SABN?u=camb55135%26sid=bookmark-SABN%26xid=25bfac24%26pg=2	###	
	^^^	^^^	^^^	P	1735	^^^	1st ed.	"A journey over land, from the Gulf of Honduras to the great South-Sea. Performed by John Cockburn, and five other Englishmen, viz. Thomas Rounce, Richard Banister, John Holland, Thomas Robinson, and John Ballman; Who were taken by a Spanish Guarda-Costa, in the John and Jane, Edward Burt Master, and set on Shoar at a Place called Forto-Cavalo, naked and wounded, as mentioned in several News-Papers of October, 1731. Containing, Variety of extraordinary Distresses and Adventures, and some New and Useful Discoveries of the Inland of those almost unknown Parts of America: As also, An exact Account of the Manners, Customs, and Behaviour of the several Indians inhabiting a Tract of Land of 2400 Miles; particularly of their Dispositions towards the Spaniards and English. To which is added, a curious piece, written in the reign of King James I. and never before printed, intitled, A brief discoverye of some things best worth noteinge in the travells of Nicholas Withington, a Factor in the East-Indiase"	^^^	London	"Printed for C. Rivington, at the Bible and Crown in St. Paul’s Church yard"	John Cockburn	See info:oclcnum/642287768	^^^	https://link.gale.com/apps/doc/CW0102436627/ECCO?u=camb55135%26sid=ECCO%26xid=807437e6%26pg=1	###	
	^^^	^^^	^^^	P	1860	^^^	1st ed.	1574-1660	"Calendar of State Papers Colonial, America and West Indies"	London	Her Majesty’s Stationery Office	^^^ ^^^	See info:oclcnum/456586992	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol1	###	
	^^^	^^^	^^^	P	1860	^^^	1st ed.	1574-1660	"Calendar of State Papers Colonial, America and West Indies"	London	Her Majesty’s Stationery Office	^^^ ^^^	See info:oclcnum/456586992	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol1	###	
	^^^	^^^	^^^	P	1860	^^^	1st ed.	1574-1660	"Calendar of State Papers Colonial, America and West Indies"	London	Her Majesty’s Stationery Office	^^^ ^^^	See info:oclcnum/456586992	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol1	###	
	^^^	^^^	^^^	P	1968	^^^	1st ed.	British Honduras	The Corona Library	London	Her Majesty’s Stationery Office	Algar Robert Gregg	See info:oclcnum/465800813	^^^	^^^	###	
	^^^	^^^	^^^	P	1894	^^^	1st ed.	"Calendar of State Papers, Spain (Simancas), Volume 2, 1568-1579"	^^^	London	Her Majesty’s Stationery Office	Martin A. S. Hume	^^^	https://www.british-history.ac.uk/cal-state-papers/simancas/vol2	^^^	###	
	^^^	^^^	^^^	P	1880	^^^	1st ed.	"Calendar of State Papers Colonial, America and West Indies"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol5	^^^	###	
	^^^	^^^	^^^	P	1889	^^^	1st ed.	"Calendar of State Papers Colonial, America and West Indies"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol7	^^^	###	
	^^^	^^^	^^^	P	1889	^^^	1st ed.	"Calendar of State Papers Colonial, America and West Indies"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol7	^^^	###	
	^^^	^^^	^^^	P	1896	^^^	1st ed.	"Calendar of State Papers Colonial, America and West Indies"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol10	^^^	###	
	^^^	^^^	^^^	P	1896	^^^	1st ed.	"Calendar of State Papers Colonial, America and West Indies"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol10	^^^	###	
	^^^	^^^	^^^	P	1899	^^^	1st ed.	"Calendar of State Papers Colonial, America and West Indies"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol12	^^^	###	
	^^^	^^^	^^^	P	1861	^^^	1st ed.	"Calendar of State Papers Domestic: Charles II, 1661-2"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/domestic/chas2/1661-2	^^^	###	
	^^^	^^^	^^^	P	1861	^^^	1st ed.	"Calendar of State Papers Domestic: Charles II, 1661-2"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/domestic/chas2/1661-2	^^^	###	
	^^^	^^^	^^^	P	1871	^^^	1st ed.	"Calendar of State Papers Domestic: Elizabeth, Addenda, 1566-79"	^^^	London	Her Majesty’s Stationery Office	Mary Anne Everett Green	^^^	https://www-british-history-ac-uk.ezp-prod1.hul.harvard.edu/cal-state-papers/domestic/edw-eliz/addenda/1566-79	^^^	###	
	^^^	^^^	^^^	P	1858	^^^	1st ed.	"Calendar of State Papers Domestic: James I, 1619-23"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/domestic/jas1/1619-23	^^^	###	
	^^^	^^^	^^^	P	1858	^^^	1st ed.	"Calendar of State Papers Domestic: James I, 1619-23"	^^^	London	Her Majesty’s Stationery Office	^^^ ^^^	^^^	https://www.british-history.ac.uk/cal-state-papers/domestic/jas1/1619-23	^^^	###	
