Table 1
Series L 0—382 / Currency and exchange.																		
ID	NO	YR	SP $ HON TREAS	US $ HON TREAS	HON $ HON TREAS	HON £ HON TREAS	£ HON TREAS	PENCE HON TREAS	CF	NOTE	SP $ JAM MARK	J £ JAM MARK	J PENCE 78 JAM MARK	J PENCE 93 JAM MARK	£ JAM MARK	PAR JAM MARK	CF	NOTE
L 323	323	1961			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 324	324	1962			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 325	325	1963			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 326	326	1964			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 327	327	1965			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 328	328	1966			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 329	329	1967			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 330	330	1968			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 331	331	1969			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 332	332	1970			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 333	333	1971			" ""BZ$""	4.00 "		" £	1.00 "			UK decimalises Sterling > 14 Feb; US leaves gold std > 15 Aug								
L 334	334	1972			" ""BZ$""	4.00 "		" £	1.00 "											
L 335	335	1973			" ""BZ$""	4.00 "		" £	1.00 "											
L 336	336	1974			" ""BZ$""	4.00 "		" £	1.00 "											
L 337	337	1975			" ""BZ$""	4.00 "		" £	1.00 "											
L 338	338	1976			" ""BZ$""	4.00 "		" £	1.00 "											
L 339	339	1977			" ""BZ$""	4.00 "		" £	1.00 "											
L 340	340	1978		" $	0.50 "	" ""BZ$""	1.00 "													
L 341	341	1979		" $	0.50 "	" ""BZ$""	1.00 "													
L 342	342	1980		" $	0.50 "	" ""BZ$""	1.00 "													
L 343	343	1981		" $	0.50 "	" ""BZ$""	1.00 "													
L 344	344	1982		" $	0.50 "	" ""BZ$""	1.00 "													
L 345	345	1983		" $	0.50 "	" ""BZ$""	1.00 "													
L 346	346	1984		" $	0.50 "	" ""BZ$""	1.00 "													
L 347	347	1985		" $	0.50 "	" ""BZ$""	1.00 "													
L 348	348	1986		" $	0.50 "	" ""BZ$""	1.00 "													
L 349	349	1987		" $	0.50 "	" ""BZ$""	1.00 "													
L 350	350	1988		" $	0.50 "	" ""BZ$""	1.00 "													
L 351	351	1989		" $	0.50 "	" ""BZ$""	1.00 "													
L 352	352	1990		" $	0.50 "	" ""BZ$""	1.00 "													
L 353	353	1991		" $	0.50 "	" ""BZ$""	1.00 "													
L 354	354	1992		" $	0.50 "	" ""BZ$""	1.00 "													
L 355	355	1993		" $	0.50 "	" ""BZ$""	1.00 "													
L 356	356	1994		" $	0.50 "	" ""BZ$""	1.00 "													
L 357	357	1995		" $	0.50 "	" ""BZ$""	1.00 "													
L 358	358	1996		" $	0.50 "	" ""BZ$""	1.00 "													
L 359	359	1997		" $	0.50 "	" ""BZ$""	1.00 "													
L 360	360	1998		" $	0.50 "	" ""BZ$""	1.00 "													
L 361	361	1999		" $	0.50 "	" ""BZ$""	1.00 "													
L 362	362	2000		" $	0.50 "	" ""BZ$""	1.00 "													
L 363	363	2001		" $	0.50 "	" ""BZ$""	1.00 "													
L 364	364	2002		" $	0.50 "	" ""BZ$""	1.00 "													
L 365	365	2003		" $	0.50 "	" ""BZ$""	1.00 "													
L 366	366	2004		" $	0.50 "	" ""BZ$""	1.00 "													
L 367	367	2005		" $	0.50 "	" ""BZ$""	1.00 "													
L 368	368	2006		" $	0.50 "	" ""BZ$""	1.00 "													
L 369	369	2007		" $	0.50 "	" ""BZ$""	1.00 "													
L 370	370	2008		" $	0.50 "	" ""BZ$""	1.00 "													
L 371	371	2009		" $	0.50 "	" ""BZ$""	1.00 "													
L 372	372	2010		" $	0.50 "	" ""BZ$""	1.00 "													
L 373	373	2011		" $	0.50 "	" ""BZ$""	1.00 "													
L 374	374	2012		" $	0.50 "	" ""BZ$""	1.00 "													
L 375	375	2013		" $	0.50 "	" ""BZ$""	1.00 "													
L 376	376	2014		" $	0.50 "	" ""BZ$""	1.00 "													
L 377	377	2015		" $	0.50 "	" ""BZ$""	1.00 "													
L 378	378	2016		" $	0.50 "	" ""BZ$""	1.00 "													
L 379	379	2017		" $	0.50 "	" ""BZ$""	1.00 "													
L 380	380	2018		" $	0.50 "	" ""BZ$""	1.00 "													
L 381	381	2019		" $	0.50 "	" ""BZ$""	1.00 "													
L 382	382	2020		" $	0.50 "	" ""BZ$""	1.00 "													
																		
																		
																		
																		
																		
																		
Caption																		
