Even E / Disastrous events.
ID	NO	PART OF	LOWER START	UPPER END	NAME	DESCRIPTION	NEAR	SP	ALLY	ALLY	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE
E 		Hos 8	1 March 1767		Hondo R Disturbances	One Sp campaign against Settlement	Hondo					Neg of oldest settlers carried off fm Hondo			"houses, cattle burnt at Hondo"		"London Evening Post 6165 p6
New-York Gazette 422 p2
London Chronicle 1632 p6"			"Kingston, Jamaica, April 18. Wednesday afternoon arrived at Port-Royal, in 17 days passage, an open express-boat from the Bay of Honduras, with an account that the Spaniards have revolted there, seized several Negroes, the properties of the inhabitants, as also murdered some of the Bay-men. /LEP 6165
Charles-Town, April 17. ... The master of a vessel, arrived here fromt he bay of Honduras, says, that the Spaniards had committed some irregularities against the logwood cutters settled on the Rio Honde. /LC 1632"
E 		Hos 8	1 April 1767			One Sp campaign against Settlement or Sp engage Baymen					murdered some Bay Men	seized sev Neg			seized Properties of inhabitants		New-York Mercury 813 p2			
E 		Hos 12	25 July 1767	25 July 1767		One Indian raid on Capt. Naismith of Settlement			party of Indians	Capt. Naismith	1 Neg killed				house sacked [likely?]			sss		
E 		Crs 1	1 June 1768	30 September 1768		French merchants outcompete English in Fleet										Eng wool has hardly any sale in Bay / Fr bring manufactures 30 pc cheaper	Westminster Journal and London Political Miscellany 1234 p2			
E 		Hos 8	1 July 1770		Sharp Dispute	Sp engage Baymen or vice versa					sev bay men killed in dispute						London Evening Post 6678 p4			"LONDON ... Private letters formt he Bay of Honduras say, that a sharp dispute had happened between the Bay-men and the Spaniards, in which several fo the former were killed. /LEP 6678"
E 		Hos 8	1 July 1770			Sp surprise Fleet								min 2 ships driven off wo loading	destroyed all mahogany lying in some bays		"Gazetteer and New Daily Advertiser 12 971 p2
Middlesex Journal 250 p2
New-York Journal 1456 p208"			
E 		Hos 8	1 November 1770		Sacking of Ambergris Caye	One Sp campaign against Settlement	Ambergris	PA 4 swivel guns c 18 men				carried of a Neg fm Ambergris			burnt sev houses at Ambergris		"Boston News-Letter 3507 p2
General Evening Post 5824 p4"			
E 		Crs 1	1 December 1770	30 December 1770		Fr loggers or merchants or sailors engage Baymen or vice versa									very dangerous dispute broke out w Fr Log cutters		Middlesex Journal 285 p4			"LONDON ... Letters received form Honduras mention, that a very dangerous dispute has broke out between the logwood cutter in that bay, and the French, who daily interrupt the British trade in those parts. /MJ 285"
E 		Hos 8	1 January 1771		Gov. of Jam Reassures Baymen of Safety on Mainland	"Baymen panic in fear of Sp attack, and retreat to St. George’s, after which Gov of Jam reassures them of safety"							for some time past baymen had moved their families to St. George’s Caye … apprehensive of rupture bw GB and Sp to [likely] Jun 1771		"productive of great loss to baymen, little or no Log having been cut"		"Boston News-Letter 3535 Supplement p1
Middlesex Journal 368 p3
General Evening Post 5923 p3"			
E 		Nat 1	1 June 1771		Maya Refugees	"Mayas seek refuge in Settlement during Yuc famine, and Baymen aid them"							Maya … continue daily to desert from Yucatan to the Eng settlers / receive hospitality				"Boston News-Letter 3535 Supplement p1
General Evening Post 5923 p3"			
E 		Crs 2	12 June 1771			xxx							"near 10,000L sterling loss fm deserting slaves fm start [1768?] to 12 Jun 71 / 47 Neg delivered by Gov Yucatan to Capt. Lockyer c Dec 66"					sss		
E 		Nat 1	1 October 1771			xxx					"17,000 have died in Ambergris, upwards of 80,000 total [Yuc, or Hon only?] / or c 40,000 total [Yuc, or Hon?]"							sss		
E 		Nat 1	1 November 1771	30 April 1772		Scarcity of provisions										Prov so scarce / the like not remembered by oldest settlers	"Boston Evening-Post 1884 p2
Boston Evening-Post 1891 p2"			
E 		Hos 8	6 March 1772			Sp surprise Fleet	Glover’s		Capt. [or master] Theremin			Jacob’s Well crew taken		Jacob’s Well craft taken			London Evening Post 6915 p4			
E 		Hos 8	6 December 1772	31 December 1773	Thetis affair	"Baymen steal cargo of Sp register ship Thetis, wrecked off Northern Triangles"	"Northern Triangles, St. George’s"	Diego Britto of Thetis / Gov of Yuc or Alcalde of Bacalar	"James Farrell, Esq / Sir George Bridges Rodney, Admiral of or at Jam"								"Boston Post-Boy 820 p2
Middlesex Journal 641 p4
New-York Gazette and Weekly Mercury 1130 p3"			"Cadiz, April 2. We have recieved the bad news, tha the Thetis frigate, bound from Honduras to the Havanna, with a cargo of (amongst other articles) 1800 serons of indigo, was wrecked on the 6th of December, near Cape Atocha. The crew and what specie was on board were saved, but the cargo was totally lost. /MJ 641"
E 		Hos 8	1 March 1773	30 July 1773		Sp surprise Fleet									destoyed all mahogany logwood fustick lying in small bays / some to many maerchants forced to leave without cargo		Middlesex Journal 696 p4			"A letter from Jamaica mentions, that a vessel from the bay of Honduras had arrived there, and brings an account tha thte Spaniards, by an order from Old Spain, had once more destroyed all the mahogany, logwood and fustick, lying in the small bays, to prevent our traders comin gon that coast; and that they were obliged to come away without a load. /MJ 696 p4"
E 		Rev 2	28 May 1773			Mr. Walters Davidson’s slaves start a general revolt	Old			Sailors of MW Diligence under Capt. Davis	2 white men killed / Hill killed later / one family feared shot dead later / 1 steersman killed later	some to many slaves on St. George’s imprisoned in Diligence [to prevent their joining revolt]			min 4 families robbed	will be very little wood of any kind shipped in 1773	"Boston Post-Boy 830 p2
Rivington’s New York Gazetteer 16 p3
New-York Gazette and Weekly Mercury 1140 p3
New-York Journal 1600 p3
Boston Post-Boy 838 p3
General Evening Post 6225 p3
Rivington’s New York Gazetteer 29 p3"	Adm 1/239	Burdon I p121	"Letter from New-York, dated July 12, say, ""Advice is received from Honduras Bay, dated the 29 of May last [1773], that the day before the inhabitants at St. George's Key were alarmed with an account of an insurrection havign happened among the negroes in the Old River, which broke out amongst the slaves belonging to Walter Davidson, who, when the accounts came away, had murdered two white men, and being powerful in number, were proceeding to the next mahogany works, to invite or force the slaves to join them. A number of inhavitants, joined to a detachment of sailors from the Diligence man of war, properly victualled and armed, are just now preparing to set off in quest of the revolters; every person possessed of families and property in the different rivers, are obliged to quit the key and proceed thither : such negroes as are suspected on this key, were last night taken up and confied on board the man of war; every precaution in taken to prevent any further disorder, and it is hoped the insurrection will, with the blessing of God, be subdued in a short time. /GEP 6225"
E 		Rev 2	4 June 1773		Escape Killings	"Yuc or Sp vecinos offer asylum to slaves or revolting slaves, and allegedly encourage them to kill and rob master before escaping to Yuc"	"Hondo, New"	Guards	"3 Neg of John Fullon, Hugh Wilson / [prev] other slaves"	"Capt. McDugall / [prev] Capt. Wooldrige, Capt. McCarthy"	min 3 Captains killed by slaves < Jun 73		min 3 slaves escape to Yuc with help of Guards < Jun 73		min 1 craft ransacked by Guards		Rivington’s New York Gazetteer 16 p3	sss		
E 		Rev 2	7 June 1773		Marshmen’s Engagement	Baymen engage revolters	xxx		"c 50 slaves w 16 muskets, cutlasses etc."	"Capt. Thomas Davey, Baymen / 3 parties of 30 or 40 men ea. [later]"	6 white men prev killed / lead revolter likely fatally wounded	14 slaves had [possibly] been impressed prev / returned 8 Jun 73	revolters retire to woods		taken five settlements [houses likely] prev			Adm 1/239	Burdon I p121—5	
E 		Hos 8	1 August 1773	23 August 1773		"Sp demand cargo from Thetis, causing panic amongst Baymen"	St. George’s										Daily Advertiser 13388 p1			"New-York. Oct. 4. By a Letter from the Bay of Honduras, of the 23rd of August, we learn, ... that a small Spanish Vessel lately arrived there to demand the Cargo of a Register Ship cast away some Time since on the Northern Triangles; which alamred the Settlers so much that most of the principal ones there intended soon to embark for the Musqueto Shore, Georgia, &c. with all their Property. /DA 13388"
E 		Rev 2	1 August 1773			Magistrates lead party in search of revolters			c 70 revolters ?	parties led by Magistrates	taken or destroyed about 40 revolters	taken or destroyed about 40 revolters						sss		
E 		Rev 2	27 August 1773	30 September 1773		"Magistrates’ expedition against revolters returns unsuccessful, and man of war Garland arrives to help quell revolt"	St. George’s			MW Garland			c 70 revolters in woods / w Sp				"Daily Advertiser 13388 p1
Rinvington's New York Gazetteer 29 p3"			
E 		Hos 10	1 September 1773	30 November 1773		Indians raid Settlement					massacred numbers of Eng				always taken what iron [arms] they could find / set fire to some houses		Middlesex Journal 730 p4			
E 		War 6	1 March 1776	30 December 1784	Am Refugees	"American families take refuge in Settlement for duration of American Revolution, and Baymen aid at least with housing"							sev families from various parts of Am				"St. James's Chronicle or the British Evening Post 2374 p4
St. James's Chronicle or the British Evening Post 2684 p5
Morning Herald 1355 p2"			
E 		War 6	12 September 1777		Washington Affair	American privateer threatens and raids Settlement	"St. George’s, Sibun"	Commander Hezekiah Anthony				1 pilot fm St. George’s to Sherboon		"2 ships, 1 brig taken"	"supply of rum, sugar demanded for"		"Rivington’s New-York Loyal Gazette 144 p3
Daily Advertiser 14672 p8"	Adm 1/240	Burdon I p126	
E 		War 6	2 June 1779		Capture of St. George’s Caye	xxx	"Hondo, New, St. George’s"	Gov of Yuc D. Roberto Rivas Betancourt / 800 men	2 Frigates 1 Brig fm Jam [after capture of St. George’s]		2 killed [13 Sep 79]	F George garrison imprisoned	entirely driven fm all Hon [later or same time?]	craft seized / later liberated	Fort George taken [so houses destroyed?] / deprived Eng of wood [so laid wood destroyed?] / 672 houses destroyed [Ranchos? source?]		"Lloyd’s Evening Post 3699 p5
English Chronicle 560 p4
New-York Packet 429 p2
Morning Chronicle (1770) 6000 p3
Royal Gazette [Kingston] III 115 p5"	"CO 137/75
CO 123/3
CO 123/2"	"Burdon I p128—40
Contreras 71 = Piña Chan 1977 p97"	"In a raid in 1779 the Spaniards claim to have destroyed 338 houses at New river, 200 at Belize, and 134 at Sibún (Xibún). /Gerhard 74, citing no source"
E 		War 6	16 October 1779		Siege of Omoa	xxx		365 men	"150 Eng soldiers, Baymen"		"6 killed, ? died of disease"						"St. James's Chronicle or the British Evening Post 2965 p5
St. James’s Chronicle or the British Evening Post 2968 p11"	"CO 137/75
CO 137/76"	Burdon I p129—31	"LONDON ... A Letter from Jamaica says that all the Ships that were upon the Omoa Station, when they returned to Jamaica sent more than half their Crews on Shore to Sick Quarters, and that several of them had died of a pestilential Distemper caugh in the Bay of Honduras. /SJC or BEP 2965"
E 		War 6	17 March 1780	8 November 1780	San Juan Expedition	"British Army, with Misk allies, and possibly with Baymen, attempt to capture Granada and León"												"Kemble 2 p244
CO 137/79 ff 164-167"	Offen 51	cf wiki
E 		War 6	1 June 1781	15 June 1781	Siege of San Pedro Sula	"British Army, with Baymen and unknown number of irregulars, raid and destroy San Pedro Sula"	"Roatan, San Pedro Sula"		Capt. George Brown of 60th of British Army / Mjr. Lowrie w Baymen / few other irregulars		"1 scout killed, loss of 2 men in sacking / burning St. Pedro"						"New-York Gazette and Weekly Mercury 1574 p3
Gazette of Saint Jago de la Vega [Spanish Town] 1323 p2"			
E 		War 6	26 August 1782	31 August 1782	Siege of Black R	"British Army, with American and Miskito allies, and possibly with Baymen, take Black River"	"Cape Gracias a Dios, Black R [Río Kruta]"	1 Lt. Col. / 26 officers / 715 men	Lt. Col. Despard / Mjr. Lawrie / 70 to 80 men of Odell's American Rangers under Major Campbell / 500 free people and Neg / 600 Mis indians								"Gazette of Saint Jago de la Vega [Spanish Town] 1379 p2
Gazette of Saint Jago de la Vega 1382 p2"			"He [Despard] acknowledges also the great assistance he received from Major Laurie, who, notwithstanding his bad state of health, attended him on the expedition /GSJV 1379"
E 		Nat 2	1 December 1784	30 November 1785		Heavy wet season precludes trade and causes outbreak of distemper among Baymen	New				epidemic distemper at New proved fatal to many					severest weather ever remember fm Dec 84 to Nov 85 … esp New	London Chronicle 4412 p7			
E 			1 February 1785			"Baymen panic in fear of Sp attack, and retreat to St. George’s, after which Major Hoare reassures them of safety"	"New, Hondo"		Major Hoare				"settlers in New, Hondo lost part of their Neg / evac to St. George’s, Belize"		left their stock in jeopardy / their habitations = inexpressible losses	were in want of bread Prov	General Evening Post 8094 p1			
E 		Rev 3	1 June 1786	30 July 1786		Slaves start general revolt					killed a number of people		slaves mustered = 70 or 80 by Nov 86				Massachusetts Gazette VI 292 p1			"NEW-YORK, December 14. We learn, that a very dangerous insurreciton has taken place among the negroes at the Bay of Honduras, who, in the month of Jule last, mustered to the number of 70 or 80, killed a number of people, and declared they would not suffer a white man to live. It is said the Spaniards will protect them in their villainy. /MG VI 292"
E 		Crs 4	1 June 1787			Riots break out between old Baymen and newly-arrived Shoremen on disagreement over allotment of lots			Superintendent Despard							"riots very frequent c Jun 87 / jealousy bw old, new settlers wrt lands"	"Massachusetts Gazette VI 340 p2
Public Advertiser 16594 p3
New-York Packet 721 p2"			Despard requests detachment of troops from Jamaica to preserve peace c May 1787
E 		Crs 4	1 August 1787			Scarcity of provisions										Flour and some Prof very scarce and dear	"Daily Advertiser NY III 820 p2
General Advertiser (1784) 3412 p3"			
E 		Crs 4	1 August 1787			Scarcity of merchant shipping or surplus of logged wood										settler much in want of shipping for their products	General Advertiser (1784) 3412 p3			
E 		Ill 4	1 February 1788	30 August 1788		Outbreak of unknown cause or nature spreads among Baymen					"upwards of 50 white, much greater numb of Neg fm Sep 87 to Jan or Feb 88"						New-York Morning Post 1215 p2			"New-York, Feb. 6. By the latest advices from the Bay of Honduras, we learn that the settlements have been visited by a dreadful mortality; which, since the late hurricane, has carried off upwards of fifty white people, and a much greater number of negroes. /NYMP 1215"
E 		Crs 4	1 April 1789			"On Yucatan’s request, Superintendent requires Magistracy and courts to be dissolved"										annulled and extinguished Magistracy so courts are shut up = anarchy and confusion		"CO 123/7
CO 123/8
FO Spain 72/15
CO 123/11"	Burdon I p171—4	
E 		Crs 4	1 April 1789			Surplus of logged wood										"such great quant of timber [Log, Mah likely] cut down fm Apr 87 to 89 / scarcely know what to do w it"	"The Times 1169 p3
The Times 1173 p3"			
E 		Crs 4	1 April 1789			Spanish commissary destroys all cultivated spots of Settlement									Sp commissary destroyed all cultivated spots [plantain walks]		"Morning Star 161 p2
St. James's Chronicle or the British Evening Post 4421 p1
New-York Daily Gazette 227 p906"	CO 123/7	Burdon I p171	"KINGSTON (Jamaica) July 25. The brig Mentor had a passage of 28 days from the Bay of Honduras. By her we are favoured with a letter from that place, and hte following is extracted therefrom : ""The jealous Spaniards have been among us, and laid waste most of our plantations; not a plantain tree, or any thing else that was of service, have they left standing, as far as they have gone; so that nothing but ruin awaits us. This behaviour of the Dons has caused great confusion, and what the event may be God knows!"" /NYDG"
E 		Crs 4	2 June 1789			Surplus of logged wood										8 ships arrived at Eng [Lon and Out ports?] all w Mah by 2 Jun 89 / there seldom was known to be > 3 or 4 ships in one yr		sss		
E 		Crs 4	1 August 1789			xxx										compromise reached		sss		
E 		Crs 4	1 August 1790			Superintendent orders provisions to allay scarcity										"Hunter orders Prov for c 2,000 inhabitants for 6 weeks"	New-York Daily Gazette 586 p1078			
E 		Crs 4	1 April 1791	30 May 1791		Spanish commissary destroys all cultivated spots and catched turtles of Settlement	Old	D. Rafael Llobet [Sp Commissioner]							Sp commissary destroyed all cultivated spots [plantain walks] / arrested all turtle fishers / [likely seized all turtles]			sss		
E 		Nat 3	1 November 1792	30 November 1792		Flooding at Belize Town	Old				many Neg perished				nearly all stock destroyed / Mah loss = c 2 million ft	river [Old likely] rising > 70 ft / inhabitants quit houses / reside on flats sev days	"The Times 2530 p3
True Briton (1793) 42 p4"			
E 		Hos 11	1 November 1793	30 November 1793		"Indians raid Settlement, after which Baymen engage"		party of Indians	70 Baymen		1 inhabitant shot / later 4 Maya killed						Whitehall Evening Post (1770) 7135 p1			
E 		War 7	1 July 1797	30 July 1797	Raid of Trujillo	"English frigate, possibly of or with Baymen, raid Trujillo"	Trujillo		1 Frig								Spectator NY I 2 p3			"Arrived, ship Elizabeth, Capt. Edes, fromt he bay of Honduras, last from Charleston, 53 days passage--informs that on the latter end of July [1797], an English frigate landed a number of men at Truckillia, in the bay of Campeachy, with a view of plundering. They carried of a quantity of live stock, and afterwards returned in order to plunder the treasury, which they would probably have affected had not the chast containing hte money proved too heavy. They made attemps to break it in pieces with crowbards, but could not succeed. They were at length driven off by the inhabitants with some loss who attacked them in considerable force. /Spectator NY I 2"
E 		Ill 5	29 September 1797	30 December 1797		xxx					23 men die within weeks of arrival							Cmd. 7533 p224	Elliott 246	
E 		War 7	10 September 1798		Battle of St. George’s Caye		St. George’s	O’Neill							houses burnt by Baymen to preclude attack [source?]		"Public Ledger 11 299 p2
Lloyd's Evening Post 6208 p2
Minerva NY IV 1120 p2
Daily Advertiser NY XIV 4322 p2
Daily Advertiser NY XIV 4335 p2
Morning Chronicle (1770) 9249 p2
The Times 4390 p1"			
E 			1 October 1819	30 oc 1819	Mitchell’s siege	"Mitchell, pirate, interrupts trade in Settlement"	Old							sev vessels			Columbian NY X 2770 p2			
E 		Rev 5	24 April 1820				Old		considerable numb slaves well armed	Lt. McPherson 2nd WIR Mjr. Noel					[revolters] committed various depredations			sss		
E 		Rev 5	26 April 1820		Parlay		Old		c 20 [remaining 16 May 20]	Lt. Col. Arthur						numb of revolters induced to peaceably return		sss		
E 		War 4									loss of sev men in ship after chase							xxx		
E 		War 4												5 vessels taken				xxx		
E 						"Influx of Mosquito Shore evacuees, and their xxx native slaves from previous Mis or Zambo slavery raids"	"Mosquito Shore, Old"		xxx			xxx	xxx				Savannah-la-Mar Gazette I 29 xxx			"Possibly including < 10 Sp women, former captives of Mis or Zam raids, forced [?] into marriage /Offen 42-43 "
E 																				
E 																				
E 																				
