E 1—320 / Events.
ID	NO	OUT	MIL	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
		1			1 Jul 1826	1 Jul 1826	Honduras Gazette and Commercial Advertiser runs	James Cruickshank prints and publishes first issue of weekly Honduras Gazette and Commercial Advertiser	Old		James Cruickshank									Honduras Gazette and Commercial Advertiser I 1 p1	Cave 27	"Contents likely, at least to some extent, editorialised by Mags or civil authority, the press being a Public establishment, until Pub Mtg privatised the press on 5 Mar 1827 /v Cave 27 /xxx / Inc Gazette notices"	
E 		1			3 Feb 1827	3 Feb 1827	Hyde Memorial	"George Hyde, a free person of colour, petitions King for parity of rights and privileges with white Baymen"	Old		George Hyde									"CO 123/38 [Hyde to Bathurst 3 Feb 1827 / Hyde to Horton ? Jun, 11 Jun 1827]"	Bolland 75 187	"Hyde emphasised that he was free-born, was brought up and educated in England, and had become a successful merchant, but ""that though his exertions might acquire him wealth, he must still remain in a condition of comparative degradation, on the sole ground of his Mother being a woman of colour, he is excluded from sitting as a Juror, serving as a Magistrate, from holding a Commission in the Militia, or from filling any Public Office of Trust, or Honor."" He therefore enquired ""by what power, or authority he and his other freeborn brethren of the mix'd race were deprived of any portion of the rights, and privileges, enjoyed by other of HM Subjects."" /v Bollad 75 187 /CO 123/38"	
E 		1			12 Jun 1827	12 Jun 1827	Lushington Speech	"Stephen Lushington lays before Eng Parliament Memorials from West Indies regarding rights and privileges of free people of colour, inc Hyde Memorial"	London											CO 123/38 [Lushington to ? 28 Oct 1827]	Bolland 75 187		
E 		1			1 Jul 1828	12 Jul 1828	Public Meeting responds to Lushington Speech	"Public Meeting, on Superintendent’s laying before the Lushington Speech, grant right to petition for rights and privileges to free people of colour"	Old											CO 123/39 [Codd to Hay 12 Jul 1828]	Bolland 75 188	"c Jul 1828 Superintendent Codd lays Lushington's suggestions before Public Meeting, which far from lifting restrictions, merely grant right to petition for rights and privileges as individuals: ""A Law was passed ... declaratory that the Privileges and Immunities enjoyed by HM White Subjects should be Granted to persons of Color by going through the forms of Petition and Certificate of Character Honor and Probaty, that Education Long Residence and possession of Interest in the Country are the grounds on which they will obtain it. /v Bolland 75 /CO 123/39 [Codd to Hay 12 Jul 1828]"	
		1			5 Jul 1831	5 Jul 1831	Public Meeting grants rights and privileges	"Public Meeting passes ""Act to entitle all HM Coloured Subjects of Free Condition in this Settlement and their issue to the same Rights and Privileges with British Subjects born of White Parents."""	Old		Chairman William Gentle									"CO 123/42 [Minutes 4 Jul, 5 Jul 1831]"	Bolland 75 189	"Attempt, during debate, to extend same civil liberties to free blacks defeated /v Bolland 75 190 / Jews, lawyers etc still possibly barred from Hon"	
E 				xxx	1 Aug 1833	1 Aug 1833	Slavery Abolition Act 1833																
		1			1 Aug 1834	1 Aug 1834	Apprenticeship of former slaves	Newly-emancipated slaves are apprenticed per Act of Eng Parliament	Old											CO 123/45 [Cockburn to Lefevre 13 Aug 1834]	Bolland 75 164	"13 Aug 1834 Cockburn to Lefevre. The period which has elapsed since the 1st of August has been unattended here by any actual disturbance, tho certainly much dissatisfaction has been evinced on the part of the manumitted Slaves. They do not, nor can they be easily made to understand the obligations attached to their freedom. Their idea is that the King has made them free & therefore that the making them work for Six Years longer without pay is an act of injustice. I have seen a great number of them & endeavoured to explain to their comprehension the real state of the case. They do not dissent from what is told them - & they so far seem to comprehend it, that altho several had avowed a disinclinaiton to return to their work yet none have persevered in a refusal to do so. It is however quite evident that the Six Years apprenticeship has counterbalance in the estimation all the ulterior advantages held out to them by the Bill. They look to the present only & therefore finding that they are not ""to all intents & purposes set free & discharged form all manner of Slavery at once"" They neither feel benefitted or gratified at what has been done for them ... I cannot but feel some apprehension that rather than meet the Six Years apprenticeship they will avail themselves of the facility which attends their quitting the Settlement & proceeding to the neighbouring Republics. /v Bolland 75 164 /CO 123/45"	
				xxx	10 Aug 1836	30 Dec 1837		Outbreak of cholera among recently arrived former African slaves from Havana	Old				c 50 dead							"CO 123/48 [Anderson to Glenelg 10 Aug, 20 Dec 1836]
CO 123/53 [Gow to Macdonald 1 Mar 1838]"	Bolland 75 244		
		1			9 Jul 1838	9 Jul 1838	Public Meeting agrees to early end to Apprenticeship and Labour Code	"Superintendent urges Public Meeting to agree to early end to Apprenticeship on 1 Aug 1838, which they accept, and further resolve on regulations to govern contracts between masters and servants"	Old											"CO 123/53 [Macdonald to Glenelg 20 Jun, 28 Aug 1838]"	Bolland 75 232	"30 Jun 1838. In response to demand from Colonial Office that apprenticeship end before legal termination in 1840, Sup meets with ""proprietors of Praedial Apprentices"" and secures their approval for ""the complete, unrestricted and immediate emancipation of the Apprenticed Labourers from involuntary Servitude"" /v Bolland 75 234 /CO 123/53 [Macdonald to Glenelg 20 Jun 1838]"	
		1			1 Aug 1838	1 Aug 1838	Apprenticeship of former slaves ends	Apprenticeship period of former slaves ends	Old											"CO 123/53 [Macdonald to Glenelg 10 Aug 1838]
R 15 [Glenelg Circular 15 Sep 1838 / Normanby to Macdonald 22 Apr 1839]
R 14 [Macdonald to Sec of State 9 Feb 1839]"	"Bolland 75 232, 240"		
		1			1 Feb 1841	28 Feb 1841	Rep of CA dissolves																
		1			16 Mar 1841	16 Mar 1841	2nd Rep of Yuc est																
				xxx	1 Jan 1847	30 Oct 1847		Three to four attacks or raids by Indians attack on mahogany works	Old								sev storehouses raided		Honduras Observer and Belize Gazette IV 30 = 12 Jun 1847 / V 51 = 30 Oct 1847		Bolland 75 252		
		1			19 Jan 1848	19 Jan 1848	Capture of Valladolid	Mayan forces capture Valladolid	Valadolid		"Cecilio Chi 15,000 men"												
		1			21 Feb 1848	21 Feb 1848	Capture of Bacalar	Mayan forces capture Bacalar	Bacalar		Venancio Pac												
		1			14 Jul 1848	14 Jul 1848	2nd Rep of Yuc joins Mexico																
				xxx	1 Sep 1848	30 Nov 1848		Hon merchants send ship Saint Elenn [Helen?] to New Orleans to purchase arms and ammunitions for Yuc Ma	Belize Town											"Fenix 5 4
Fenix 27 4"		"REFUERZOS A LOS BARBAROS. Ahora tenemos á la vista una carta de persona que nós merece entera fé y crédito, fechada en N.-Orleans á principios del presente [Nov 1848], en que se asegura que la misma goleta inglesa que, en el mes de setiembre último, condujo con igual objeto, y que el consignatario tomaba mas precauciones de sigilo que en el viaje anterior. La goleta se llama Saint Elenn, y parece que es de la pertenencia de cierta casa muy conocida de Belice. /Fenix 5 4 = 1848/11/20

BELICE. Hay en Belice un nuevo superinendente que, segun parece, no está dispuesto á entrar en las miras y proyectors de exterminio que han guiado á los salvajes enemigos, que nos hacen esta odiosa guerra. La parcialidad excandalosa de su predecesor llegó á tal punto, que se puso en relaciones oficiales con el feroz Cecilio Chí, adulando sus brutales pasiones, miéntras que despreciaba y dejaba sin respuesta las notas de nuestro gobierno. Ademas, protegió abiertamente el tráfico de armas, municiones y demas recursos de guerra que se suministraban á los bárbaros, y persiguió á nuestro compatriota D. Domingo Martinez por haber atacado á los indios, que ocupaban el territorio de Bacalar. Se dice, que el nuevo superintendente ha dicho, que no podrá evitar el tráfico de armas &c. ... pero que no hará reclamacion ninguna si fuesen aprehendidos y fusilados los ingleses que andan entre los indios, ó vengan sobre nuestro territorio á hacer aquella clase de tráfico vedado. ... /Fenix 27 4 =1849"	
		1			1 Jan 1849	30 Dec 1849	Proclamation of Juan de la Cruz	"Mayan Cruso’ob state of The Cross est in present-day Quintana Roo, Mexico"	Xocén												Reed xxx	9 Oct 1849 Venancio Pec and Florentino Chan demand Mayan state recognition of Gov Miguel Barbachano /xxx	
		1			12 Apr 1849	20 Apr 1849	Dolores Expedition	"Gov of Yuc Miguel Barbachano sends Col José Dolores Cetina to blockade passage via Hondo R to stop Maya–Hon trade in arms, munitions, provisions, etc"	Hondo	Col José Dolores Cetina 500 men													
		1			15 Nov 1849	15 Nov 1849	Ascención Conference	Superinendent Col Charles St. John Fancourt mediates peace talks between Maya and Yuc or Mexico 	Bahía de Ascención		Col Charles St. John Fancourt	Venancio Pec											
		1			8 Mar 1856	8 Mar 1856	Laws in Force Act	Formally recognised land titles claimed	Old											"Laws 1881 [18 Vic 22]
R 58 [Faber Notice 16 Oct 1857 / Faber to Seymour 21 Oct 1857]"	Bolland 75 268	"Titles of Garifuna-held provision grounds = plantations not recognised /v Bolland 75 268

16 Oct 1857 Crown Surveyer J. H. Faber gives Garifuna in Stann Creek Town notice of need to lease Crown Land at $1 pa, or face eviction /v Bolland 75 269 /R 58 [16 Oct 1857]"	
				xxx	1 Sep 1856	30 Sep 1856		"Maya from Chichenha, under Luciano Zuc, raid mahogany works of Young, Toledo & Co."	Blue Creek		Luciano Zuc			xxx			xxx			"R 55 [Stevenson to Bell 9 Sep, 16 Oct 1856]"	Bolland 75 255		
E 		1			13 Dec 1870	13 Dec 1870	Crown Colony	Parliament vests government solely in Crown	Old											xxx	Burdon III 1935		
E 		1			7 May 1880	30 Dec 1877	Belize connects CA–Cuba by telegraph	"John A. de Braam receives Sp Crown permission for underwater telegraph cable, which is built with Ministerio de Fomento of Guat"	xxx		John A. de Braam									"ULTRAMAR,252,Exp.23
ULTRAMAR,MPD.3339
ULTRAMAR,MPD.3340
ULTRAMAR,MPD.3341"			
		1			18 Aug 1911	18 Aug 1911	Parliament Act 1911																
		1			1 Jan 1925	10 Sep 1931	Burdon Historical Committee	"Sir John A. Burdon appoints a Committee to examine all records of the Colony and collect by means of extract and précis “everything of historical value and human interest, which throws a light on the old conditions of life and administration, and on the progress from an unorganised band of settlers to an organised Colony,” likely marking first historical Committee in Hon"	"London, Old"		Gov of Hon Sir John Alder Burdon									Burdon 2 x–xi		"Introductory work by Sir Burdon and certain students in seminar at Institute of Historical Research at Malet St, London UK"	
		1			16 Dec 1949	16 Dec 1949	Parliament Act 1949																
		1			1 Jan 1966	30 Dec 1969	BEPC exemption	Belize Estate and Produce Co. obtain exemption from taxes owed under Rural Land Utilisation Ordinance of 1966												Bolland 75 p16			
E 		1			1 Aug 1970	1 Aug 1970	Belmopan	Foundation of	Belmopan											xxx			
