Series S 0—960 / Primary and secondary sources which are not deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
S 22	22	0	0	A	Bulmer 20	xon	np	np	np	np	"Desempeño, estructura y política en la economía de Belice"	np	np	np	np	np	np	2020	np	V. Bulmer-Thomas	np	Anuario de Estudios Centroamericanos	46	xnp	xnp	SERVER DOWN 28 JUN 2021	https://revistas.ucr.ac.cr/index.php/anuario/article/view/43825 	###	
S 636	636	0	0	P	Bulmer-Thomas	3	np	np	1	vols	The Economic History of the Caribbean since the Napoleonic Wars	np	np	np	xxx	Cambridge	UK	2012	np	xnp	xnp	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/V.%20Bulmer-Thomas%20-%20The%20Economic%20History%20of%20the%20Caribbean%20Since%20the%20Napoleonic%20Wars-Cambridge%20University%20Press%20(2012).pdf	###	
S 632	632	0	0	P	"Bulmer-Thomas, Bel"	0	np	np	1	vols	The economic history of Belize : from the 17th century to post-independence	np	np	np	xxx	Benque Viejo	Belize	2012	np	xnp	xnp	np	np	np	xnp	xnp	xxx	###	
S 760	760	1	0	P	Burdon	808	1587	1884	3	vols	Archives of British Honduras	np	np	np	xxx	London	UK	1931	1935	xnp	xnp	np	np	np	xnp	xnp	"Lib Service v1: file:///Users/angelnavidad/Downloads/Archives%20of%20British%20Honduras%20Vol.%201,%20From%20the%20earliest%20date%20to%20A.%20D1800.pdf / Lib Service v2: file:///Users/angelnavidad/Downloads/Archives%20of%20British%20Honduras%20Vol.%202,%201801-1840.pdf / Lib Service v3: file:///Users/angelnavidad/Downloads/Archives_of_British_Honduras_From_1841_1.pdf"	###	
S 768	768	0	0	P	"Burdon, Sketch"	0	np	np	1	vols	"Brief Sketch of British Honduras. Past, Present and Future"	np	np	np	xxx	xxx	xxx	1927	np	J. Burdon	xnp	np	np	np	xnp	xnp	xxx	###	
S 606	606	1	0	P	Burke	12	xxx	xxx	2	vols	An Account of the European Settlements in America	np	np	np	xxx	London	UK	1757	1757	xnp	xnp	np	np	np	xnp	Printed for R. and J. Dodsley ...	HathiTrust v1: https://hdl.handle.net/2027/nnc2.ark:/13960/t51g2s09x / HathiTrust v2: https://hdl.handle.net/2027/nnc2.ark:/13960/t5q83cw18	###	
S xxx	xxx	1	0	P	Burns	0	xxx	xxx	1	vols	Colonial Civil Servant	np	np	np	George Allen & Unwin	London	UK	1949	np	A. Burns	xnp	np	np	np	Swan 21	xnp	xxx	###	
S 786	786	1	0	P	Bury	2	xxx	xxx	1	vols	A Bishop amongst Bananas	np	np	np	xxx	xxx	xxx	1911	np	H. Bury	xnp	np	np	np	xnp	xnp	xxx	###	
S 720	720	0	0	T	Bushong	1	np	np	np	np	Agricultural settlement in British Honduras: A Geographic interpretation of its development	np	np	np	xxx	xxx	xxx	1961	np	A. D. Bushong	np	np	np	np	xnp	xnp	http://ufdc.ufl.edu/AA00054344/00001	###	
S 364	364	0	0	P	Cable	4	np	np	1	vols	Gunboat Diplomacy: Political Applications of Limited Naval Force	np	np	np	xxx	London	UK	1971	np	J. Cable	xnp	np	np	np	xnp	"Expanded Editions in 1981, 1994"	2nd Ed: file:///Users/angelnavidad/Downloads/(Studies%20in%20International%20Security)%20James%20Cable%20(auth.)%20-%20Gunboat%20Diplomacy%201919–1979_%20Political%20Applications%20of%20Limited%20Naval%20Force-Palgrave%20Macmillan%20UK%20(1981).pdf / 3rd Ed: file:///Users/angelnavidad/Downloads/(Studies%20in%20International%20Security)%20James%20Cable%20(auth.)%20-%20Gunboat%20Diplomacy%201919–1991_%20Political%20Applications%20of%20Limited%20Naval%20Force-Palgrave%20Macmillan%20UK%20(1994).pdf	###	
S xxx	xxx	0	0	P	Caiger	0	np	np	1	vols	"British Honduras, Past and Present"	np	np	np	Allen & Unwin	London	UK	1951	np	S. L. Caiger	np	np	np	np	xnp	xnp	xnp	###	
S xxx	xxx	0	0	P	Caiger	0	np	np	1	vols	Honduras Ahoy! The Church at Work in Central America	np	np	np	Society for the Propagation of the Gospel in Foreign Parts	London	UK	1949	np	S. L. Caiger	np	np	np	np	xnp	xnp	https://archive.org/details/hondurasahoychur00caiggua/page/n1/mode/2up	###	
S 758	758	1	0	P	Cain	1	1931	1931	1	vols	"Cyclone : being an illustrated official record of the hurricane and tidal wave which destroyed the city of Belize (British Honduras) on the colony's birthday, 10th September 1931"	np	np	np	xxx	London	UK	1933	np	E. E. Cain	xnp	np	np	np	Burdon 3	xnp	xxx	###	
S 680	680	0	0	T	Cal	7	np	np	np	np	Rural society and economic development: British mercantile capital in nineteenth-century Belize.	np	np	np	xxx	xxx	xxx	1991	np	A. E. Cal	np	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/azu_td_9210316_sip1_m.pdf	###	
S 694	694	0	0	T	Cal 83	1	np	np	np	np	"Anglo-Maya contact in Northern Belize a study of British policy toward the Maya during the caste war of Yucatán, 1847-1872"	np	np	np	xxx	xxx	xxx	1983	np	A. E. Cal	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/anglo-maya-contact-northern-belize-study-british/docview/303120450/se-2?accountid=11311	###	
S 692	692	0	0	A	Cal 84	0	np	np	np	np	The Corozal (Goshen) Estate: 1819 - 1887	np	np	np	np	np	np	1984	np	A. E. Cal	np	Belcast Journal of Belizean Affairs	1	1	xnp	xnp	file:///Users/angelnavidad/Downloads/COROZALGOSHEN23feb15.pdf	###	
S 418	418	0	0	P	Calderon	127	np	np	1	vols	Belice 1663 (?)-1821 	np	np	np	xxx	Seville	Spain	1944	np	J. A. Calderón Quijano	xnp	np	np	np	xnp	xnp	http://simurg.bibliotecas.csic.es/viewer/image/CSIC000048031/1/	###	
S xxx	xxx	0	0	P	Calderon 2	0	np	np	1	vols	Historia de las fortificaciones en Nueva España	np	np	np	Escuela de Estudios Hispano-Americanos	Seville	Spain	1953	np	J. A. Calderón Quijano	xnp	np	np	np	xnp	xnp	http://hdl.handle.net/10261/248189	###	
S 234	234	0	0	A	Camille	xon	np	np	np	np	Historical Geography of the Belizean Logwood Trade	np	np	np	np	np	np	1996	np	M. A. Camille & R. Espejo-Saavedra	np	Yearbook (Conference of Latin Americanist Geographers)	22	xnp	xnp	BB / Col Rep series not extractible	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25765830 	###	
S 110	110	0	0	T	Campbell	7	np	np	np	np	Transformations in the Belize Sugar Industry: From colonial plantations to a vital tourist industry	np	np	np	xxx	xxx	xxx	2013	np	R. M. Campbell	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/transformations-belize-sugar-industry-colonial/docview/1497279019/se-2?accountid=11311	###	
S 128	128	0	0	A	Campos	33	np	np	np	np	Sobre tempestades con remolino y plagas de langosta. Siglos XVI al XVIII en la península de Yucatán	np	np	np	np	np	np	2012	np	M. I. Campos Goenaga	np	Relaciones	129	xnp	xnp	xnp	xxx	###	
S 746	746	1	0	P	Cardenas	3	1526	1639	1	vols	"Relación historial eclesiástica de la provincia de Yucatán de la Nueva España, escrita el año de 1639"	np	np	np	xxx	Mexico	Mexico	1937	np	xnp	xnp	np	np	np	Jones 1	= BL Egerton MS 1791	xnp	###	
S 18	18	0	0	P	Cardona	31	np	np	1	vols	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643) 	np	np	np	xxx	Tegucigalpa	Honduras	2020	np	J. M. Cardona Amaya	xnp	np	np	np	xnp	xnp	https://halshs.archives-ouvertes.fr/halshs-02540842/document 	###	
S 702	702	0	0	P	Cardoso	1	np	np	1	vols	Centro-América y la economía occidental (1520–1930)	np	np	np	xxx	San José	Costa Rica	1977	np	"C. F. S. Cardoso, H. Pérez Brignoli"	xnp	np	np	np	xnp	xnp	xxx	###	
S 80	80	0	0	A	Caso	xon	np	np	np	np	"De antiguos territorios coloniales a nuevas fronteras republicanas: la Guerra de Castas y los límites del suroeste de México, 1821-1893"	np	np	np	np	np	np	2016	np	"L. Caso Barrera, M. M. Aliphat Fernández"	np	Historia Crítica	59	xnp	xnp	xnp	https://doi.org/10.7440/histcrit59.2016.05 	###	
S 950	950	1	0	P	Castell	0	xxx	xxx	1	vols	"A short discoverie of the coasts and continent of America, from the equinoctiall northward, and the adjacent isles"	np	np	np	xxx	London	UK	1644	np	xnp	xnp	np	np	np	Oxford DNB	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/short-discoverie-coasts-continent-america/docview/2240968812/se-2?accountid=11311	###	
S 954	954	1	0	P	Castillo	32	1519	1555	1	vols	Historia verdadera de la conquista de la Nueva España	np	np	np	xxx	Madrid	Spain	1632	np	xnp	xnp	np	np	np	xnp	"Abridged, translated version by D. Carrasco, The History of the Conquest of New Spain, Albuquerque 2008, Link: file:///Users/angelnavidad/Downloads/David%20Carrasco%20-%20The%20History%20of%20the%20Conquest%20of%20New%20Spain%20by%20Bernal%20Diaz%20del%20Castillo-University%20of%20New%20Mexico%20Press%20(2009).pdf"	http://bdh.bne.es/bnesearch/detalle/bdh0000012937 	###	
S 902	902	1	0	P	Catesby	2	xxx	xxx	2	vols	"Natural History of Carolina, Florida and the Bahama Islands"	np	np	np	xxx	London	UK	1731	1743	xnp	xnp	np	np	np	xnp	Printed by Benjamin White	xxx	###	
S 334	334	0	0	A	Cave	7	np	np	np	np	Printing in Nineteenth-Century Belize	np	np	np	np	np	np	1976	np	R. Cave	np	Library Quarterly	46	1	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/4306599	###	
S 344	344	0	0	A	Cave 75	1	np	np	np	np	Printing comes to Jamaica	np	np	np	np	np	np	1975	np	R. Cave	np	Jamaica Journal	9	2	xnp	xnp	http://ufdc.ufl.edu/UF00090030/00027	###	
S 818	818	1	0	P	CDI	2	1251	1796	42	vols	"Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especial del de las Indias"	np	np	np	xxx	Madrid	Spain	1864	1884	xnp	xnp	np	np	np	xnp	xnp	http://id.lib.harvard.edu/alma/99154275040603941/catalog	###	
S 844	844	1	0	P	CDIE	2	xxx	xxx	113	vols	Colección de documentos inéditos para la historia de España	np	np	np	xxx	Madrid	Spain	1842	1895	xnp	xnp	np	np	np	xnp	112 vols [1842–95] mentioned in some literature /eg Díaz-Trechuelo Spínola 1970 Link: http://search.proquest.com.ezp-prod1.hul.harvard.edu/scholarly-journals/america-en-la-coleccion-de-documentos-ineditos/docview/1300364864/se-2?accountid=11311 	http://id.lib.harvard.edu/alma/990072058750203941/catalog	###	
S 648	648	0	0	T	Cerri	1	np	np	np	np	"Missionary zeal: The Jesuits and United States -British Honduran relations, 1894–1958"	np	np	np	xxx	xxx	xxx	2005	np	D. A. Cerri	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/missionary-zeal-jesuits-united-states-british/docview/305378843/se-2?accountid=11311	###	
S 36	36	0	0	A	Cervera 19	xon	np	np	np	np	BELIZE AND YUCATAN THROUGH TRAVEL STORIES	np	np	np	np	np	np	2019	np	A. E. Cervera Molina	np	Península	14	2	xnp	xnp	http://www.revistas.unam.mx/index.php/peninsula/article/view/70001 	###	
S 24	24	0	0	A	Cervera 20	xon	np	np	np	np	A BACK AND FORTH JOURNEY. DIALOGUES BETWEEN ALEJANDRO JOSEPH DE GUELLE AND JAMES COOK	np	np	np	np	np	np	2020	np	A. E. Cervera Molina	np	Anuario de Estudios Centroamericanos	46	xnp	xnp	xnp	https://doi.org/10.15517/aeca.v46i0.45040	###	
S 486	486	0	0	P	Chalmers	333	np	np	1	vols	A History of Currency in the British Colonies	np	np	np	xxx	London	UK	1893	np	R. Chalmers	xnp	np	np	np	xnp	xnp	Gale/Making Modern World: https://link.gale.com/apps/doc/U0112205310/MOME?u=camb55135&sid=MOME&xid=212bf46b&pg=1  / HathiTrust: https://hdl.handle.net/2027/uc2.ark:/13960/t12n56b7g	###	
S 412	412	0	0	P	Chamberlain	28	np	np	1	vols	"The conquest and colonization of Yucatan, 1517-1550"	np	np	np	xxx	Washington	USA	1948	np	R. S. Chamberlain	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/txu.059173008409431	###	
S 406	406	0	0	P	"Chamberlain, Hon"	0	np	np	1	vols	The Conquest and Colonization of Honduras: 1502–1550	np	np	np	xxx	Washington	USA	1953	np	R. S. Chamberlain	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/txu.059173002179226	###	
S 904	904	1	0	P	Charlevoix	8	xxx	xxx	2	vols	Histoire de l'Isle espagnole ou de S. Domingue	np	np	np	xxx	Paris	France	1730	1731	xnp	xnp	np	np	np	xnp	xnp	Gallica v1: https://gallica.bnf.fr/ark:/12148/bpt6k6584020m / Gallica v2: https://gallica.bnf.fr/ark:/12148/bpt6k6582990r	###	
S 180	180	0	0	A	Chenoweth	10	np	np	np	np	"A Reassessment of Historical Atlantic Basin Tropical Cyclone Activity, 1700–1855"	np	np	np	np	np	np	2006	np	M. Chenoweth	np	Climatic Change	76	xnp	xnp	xnp	file:///Users/angelnavidad/Downloads/Chenoweth2006_Article_AReassessmentOfHistoricalAtlan.pdf	###	
S xxx	xxx	0	0	A	Chuchiak	xon	np	np	np	np	"‘By faith, not arms’: The role of franciscan Reducciones and the frontier Mission experience in the subjugation of the Maya Hinterland of Colonial Yucatán, 1602–1672 "	np	np	np	np	np	np	2003	np	J. F. Chuchiak IV	np	Swedish Misiological Themes / Svensk Missionstidskrift	91	2	Graham 390	xnp	file:///Users/angelnavidad/Downloads/By_Faith_Not_Arms_The_Role_of_Francisca.pdf	###	
S 900	900	1	0	P	Churchill	6	1615	xxx	6	vols	A collection of voyages and travels	np	np	np	xxx	London	UK	1732	1732	xnp	"J. Churchill, A. Churchill"	np	np	np	Finamore 72	"Mosquito Shore voyage ≤ 1699 by M. W. in v 6, 282–298"	Gale v 1: https://link.gale.com/apps/doc/CY0105637843/SABN?u=camb55135&sid=primo&xid=6a7e362b&pg=11 / Gale v 6: https://link.gale.com/apps/doc/CY0105640354/SABN?u=camb55135&sid=SABN&xid=7b583057&pg=1 	###	
S 834	834	1	0	P	Clayton	5	xxx	xxx	1	vols	"Speech of John M. Clayton, of Delaware, delivered in the Senate of the United States on the 8th of March, 1853 : in vindication of the Central American treaty concluded with Great Britain on the 19th of April, 1850"	np	np	np	xxx	Washington	USA	1853	np	xnp	xnp	np	np	np	Gale / Sabin Americana	xnp	https://link.gale.com/apps/doc/CY0104293458/SABN?u=camb55135&sid=SABN&xid=1d289d88&pg=14 	###	
S 714	714	0	0	P	Clegern	1	np	np	1	vols	"British Honduras : Colonial Dead End , 1859 - 1900"	np	np	np	xxx	Baton Rouge	USA	1967	np	W. M. Clegern	xnp	np	np	np	xnp	xnp	https://ufdc.ufl.edu/UF00099200/00001	###	
S 474	474	0	0	P	Clowes	2	np	np	7	vols	The Royal Navy : a history from the earliest times to the present	np	np	np	xxx	London	UK	1897	1903	W. L. Clowes	xnp	np	np	np	xnp	xnp	v 1: https://www.google.com/books/edition/The_Royal_Navy/dXTmAAAAMAAJ?hl=en	###	
S 820	820	1	0	P	CO List y	0	1861	xxx	xxx	xxx	Colonial Office List	np	np	np	xxx	London	UK	1862	xxx	xnp	xnp	np	np	np	xnp	= Dominions Office and Colonial Office List 1926–1940 / Commonwealth Relations Office list 1951–1965 / Commonwealth Relations Office Yearbook 1966 / Commonwealth Office Yearbook 1967–1968 / Yearbook of the Commonwealth 1969–1986 / Commonwealth Yearbook 1987–2015	HathiTrust: http://id.lib.harvard.edu/alma/990047460900203941/catalog / LLMC: http://id.lib.harvard.edu/alma/99154274721603941/catalog / Google v 1: https://www.google.com/books/edition/_/GtANAAAAQAAJ?hl=en&gbpv=0 / LLMC 1951: http://id.lib.harvard.edu/alma/99154274721703941/catalog	###	
S 898	898	1	0	P	Cockburn 1	xxx	xxx	xxx	1	vols	"A journey over land, from the Gulf of Honduras to the great South-Sea. Performed by John Cockburn, and five other Englishmen, viz. Thomas Rounce, Richard Banister, John Holland, Thomas Robinson, and John Ballman; Who were taken by a Spanish Guarda-Costa, in the John and Jane, Edward Burt Master, and set on Shoar at a Place called Forto-Cavalo, naked and wounded, as mentioned in several News-Papers of October, 1731. Containing, Variety of extraordinary Distresses and Adventures, and some New and Useful Discoveries of the Inland of those almost unknown Parts of America: As also, An exact Account of the Manners, Customs, and Behaviour of the several Indians inhabiting a Tract of Land of 2400 Miles; particularly of their Dispositions towards the Spaniards and English. To which is added, a curious piece, written in the reign of King James I. and never before printed, intitled, A brief discoverye of some things best worth noteinge in the travells of Nicholas Withington, a Factor in the East-Indiase"	np	np	np	"Printed for C. RIVINGTON, at the Bible and Crown ni St. Paul's Church yard"	London	UK	1735	np	xnp	xnp	np	np	np	xnp	"London : printed for C. Rivington, at the Bible and Crown in St. Paul's Church yard, M.DCC.XXXV. [1735"	https://link.gale.com/apps/doc/CW0102436627/ECCO?u=camb55135&sid=ECCO&xid=807437e6&pg=1	###	
S 892	892	1	0	P	Cockburn 2	xxx	xxx	xxx	1	vols	"The unfortunate Englishmen, or, A faithful narrative of the distresses and adventures of John Cockburn, and five other English mariners ... who were taken by a Spanish guarda costa in the John and Ann, Edward Burt, master, and set on shore at a place call'd Porto-Cavallo ... "	np	np	np	xxx	London	UK	1740	np	xnp	xnp	np	np	np	xnp	Duplicate of Cockburn 1	https://link.gale.com/apps/doc/CY0101299426/SABN?u=camb55135&sid=SABN&xid=cb833230	###	
S 866	866	1	0	P	Codd	4	xxx	xxx	1	vols	"Proceedings of an enquiry and investigation instituted by Major General Codd, His Majesty's Superintendent and Commander-in-Chief at Belize, Honduras. Relative of Poyais."	np	np	np	xxx	xxx	xxx	1824	np	xnp	xnp	np	np	np	Burdon 3	xnp	xxx	###	
S 928	928	1	0	P	Cogolludo	15	1506	1656	1	vols	Historia de Yucathan	np	np	np	xxx	Madrid	Spain	1688	np	xnp	xnp	np	np	np	xnp	xnp	Gallica: https://gallica.bnf.fr/ark:/12148/bpt6k829446 / Gale/Sabin: https://link.gale.com/apps/doc/CY0102936949/SABN?u=camb55135&sid=SABN&xid=fbdf1b13	###	
S 394	394	0	0	A	Cole 58	0	np	np	np	np	Trends in Eighteenth Century Smuggling	np	np	np	np	np	np	1958	np	W. Cole	np	Economic History Review	10	xnp	xnp	xnp	xxx	###	
S 346	346	0	0	A	Cole 75a	0	np	np	np	np	Arithmetic of Eighteenth Century Smuggling	np	np	np	np	np	np	1975	np	W. Cole	np	Economic History Review	28	xnp	xnp	xnp	xxx	###	
S 348	348	0	0	A	Cole 75b	0	np	np	np	np	Trends in Eighteenth Century Smuggling	np	np	np	np	np	np	1975	np	"W. Cole, H. Mui"	np	Economic History Review	28	xnp	xnp	xnp	xxx	###	
S 440	440	0	0	P	Collet	1	np	np	1	vols	British Honduras and its Resources	np	np	np	xxx	xxx	xxx	1926	np	W. Collet	xnp	np	np	np	xnp	xnp	xxx	###	
S 112	112	0	0	T	Conover	2	np	np	np	np	Llave y custodia de esta provincia : el presidio de San Felipe Bacalar ante los asentamientos británicos del sur - oriente de la Península de Yucatán (1779 - 1798)	np	np	np	xxx	xxx	xxx	2013	np	C. Conover Blancas	np	np	np	np	xnp	xnp	Online: https://ru.dgb.unam.mx/handle/DGB_UNAM/TES01000696603 / Local: file:///Users/angelnavidad/Downloads/0696603.pdf	###	
S 296	296	0	0	A	Contreras	11	np	np	np	np	"El palo de tinte, motivo de un conflicto entre dos naciones"	np	np	np	np	np	np	1987	np	A. C. Contreras Sanchez	np	Historia Mexicana	37	1	xnp	xnp	https://historiamexicana.colmex.mx/index.php/RHM/article/view/2034	###	
S 888	888	1	0	P	Cook	7	1765	1765	1	vols	"Remarks on a passage from the River Balise, in the Bay of Honduras, to Merida; the Capital of the Province of jucatan, In the Spanish West Indies"	np	np	np	xxx	London	UK	1769	np	xnp	xnp	np	np	np	xnp	xnp	https://link.gale.com/apps/doc/CW0125214000/ECCO?u=camb55135&sid=ECCO&xid=5b3033ca&pg=1	###	
S 438	438	0	0	T	"Cook, Log"	0	np	np	np	np	A Study of the British Logwood Trade 1660–1783	np	np	np	xxx	xxx	xxx	1927	np	F. Cook	np	np	np	np	xnp	xnp	xxx	###	
S 26	26	0	0	A	Correa	xon	np	np	np	np	Central American membership: Belize among neighbouring countries	np	np	np	np	np	np	2020	np	"C. Correa Angulo, A. Ramírez Romero"	np	Anuario de Estudios Centroamericanos	46	xnp	xnp	xnp	https://doi.org/10.15517/aeca.v46i0.45027 	###	
S 870	870	1	0	P	Coxe	3	1700	1788	3	vols	"Memoirs of the kings of Spain of the House of Bourbon, from the accession of Philip V. to the death of Charles III. 1700 to 1788. Drawn from the original and unpublished documents"	np	np	np	xxx	London	UK	1813	1813	xnp	xnp	np	np	np	xnp	First ed in 3 vols / Second ed 1815 in 5 vols / Sp ed 1846–47 in 4 vols Link v 1: https://www.google.com/books/edition/_/j02dtXJSvHgC?hl=en&gbpv=1	http://nrs.harvard.edu/urn-3:HUL.FIG:004500016	###	
S 852	852	1	0	S	CP d	0	1833	2021	xxx	issues	Command Papers	np	np	np	xxx	London	UK	1833	2021	np	np	np	np	np	ProQuest / UK Parliamentary Papers	Also cited C. / Cd. / Cmd. / Cmnd. / Cm. / Unnumbered papers excluded / Place of publication assumed	https://parlipapers-proquest-com.ezp-prod1.hul.harvard.edu/parlipapers/search/basic/hcppbasicsearch?accountid=11311	###	
S 372	372	0	0	A	Craig	3	np	np	np	np	Logwood as a Factor in the Settlement of British Honduras	np	np	np	np	np	np	1969	np	A. K. Craig	np	Caribbean Studies	9	1	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612108	###	
S 574	574	1	0	P	"Craig, Trial"	0	xxx	xxx	1	vols	"Proceedings, &c. in The Action, Craig, versus Hyde, in The Grand Courts, of The British Settlement at Honduras, Under The Suprintendance of His Excellency Francis Cockburn, Esquire, Lieutenant Colonel in the 2nd. West Indis Regiment, &c. &c."	np	np	np	xxx	London	UK	1832	np	xnp	xnp	np	np	np	xnp	xnp	https://link.gale.com/apps/doc/Q0101110494/MMLT?u=camb55135&sid=bookmark-MMLT&xid=72d3cdad&pg=1	###	
S 318	318	0	0	P	Craton	xon	np	np	1	vols	Testing the chains: resistance to slavery in the British West Indies	np	np	np	xxx	Ithaca	USA	1982	np	M. Craton	xnp	np	np	np	xnp	xnp	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.04568	###	
S 838	838	1	0	P	Crowe	0	xxx	xxx	1	vols	"The gospel in Central America; containing a sketch of the country, physical and geographical, historical and political, moral and religious: a history of the Baptist mission in British Honduras, and of the introduction of the Bible into the Spanish American republic of Guatemala"	np	np	np	xxx	London	UK	1850	np	xnp	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/The_Gospel_in_Central_America/bbfvrEZZYa4C?hl=en&gbpv=1&printsec=frontcover	###	
S 28	28	0	0	T	Cruz	110	np	np	np	np	"Surveillance, Settlements and Sanctuary: A Comparative and Relational History of Refugee Policies in Central America, 1979-92"	np	np	np	xxx	xxx	xxx	2020	np	R. F. de la Cruz	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/surveillance-settlements-sanctuary-comparative/docview/2428107149/se-2?accountid=11311 	###	
S 822	822	1	0	P	CSPC	38	1574	1739	41	vols	"Calendar of State Papers, Colonial, America and West Indies"	np	np	np	xxx	London	UK	1860	1994	xnp	xnp	np	np	np	xnp	xnp	https://www-british-history-ac-uk.ezp-prod1.hul.harvard.edu/search/series/cal-state-papers--colonial--america-west-indies	###	
S xxx	xxx	1	0	P	CSPD	1	1547	1704	92	vols	"Calendar of State Papers, Domestic"	np	np	np	HMSO	London	UK	1858	1972	xnp	xnp	np	np	np	xnp	xnp	https://www.british-history.ac.uk/catalogue/guides-and-calendars	###	
S xxx	xxx	1	0	P	CT	1	1556	1745	43	vols	"Calendar of Treasury Books, Papers, Books and Papers"	np	np	np	HMSO	London	UK	1868	1962	xnp	xnp	np	np	np	xnp	xnp	https://www.british-history.ac.uk/catalogue/guides-and-calendars	###	
S 794	794	0	0	P	Cundall	2	np	np	1	vols	"Bibliographica Jamaicensis: A List of Jamaican Books and Pamphlets, Mgazine Articles, Newspapers, and Maps, Most of which are in the Library of the Institute of Jamaica"	np	np	np	xxx	New York	USA	1902	np	F. Cundall	xnp	np	np	np	"Knight, Hist 6 fn"	xnp	xxx	###	
S 704	704	0	0	P	"Cundall, Gov"	0	np	np	1	vols	The Governors of Jamaica in the Seventeenth Century	np	np	np	xxx	London	UK	1976	np	F. Cundall	xnp	np	np	np	xnp	xnp	xxx	###	
S 114	114	0	0	A	Cunin	xon	np	np	np	np	"From Colonial Domination to the Making of the Nation: Ethno-Racial Categories in Censuses and Reports and Their Political Uses in Belize, 19th–20th Centuries"	np	np	np	np	np	np	2013	np	"E. Cunin, O. Hoffmann"	np	Caribbean Studies	41	2	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/23769117 	###	
S xxx	xxx	0	0	A	Cunin 17	xon	np	np	np	np	The “Black Foreigner” in the Quintana Roo Territory (Mexico): Between Otherness and Sameness	np	np	np	np	np	np	2017	np	E. Cunin	np	Journal of Latin American and Caribbean Anthropology	22	2	xnp	xnp	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_wiley_primary_10_1111_jlca_12249_JLCA12249	###	
S 400	400	0	0	A	Curry	1	np	np	np	np	British Honduras: From Public Meeting to Crown Colony	np	np	np	np	np	np	1956	np	H. Curry	np	Americas	13	1	xnp	xnp	xxx	###	
S 924	924	1	0	P	Dampier	16	1669	1691	2	vols	Voyages	np	np	np	xxx	xxx	xxx	1697	1699	xnp	xnp	np	np	np	Oxford DNB	"= A new voyage around the world [London : Printed for James Knapton ..., 1697], Voyages and Discoveries [1699] / First edition of Voyages and Discoveries 1699 not located"	ProQuest / EEBO v 1: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/new-voyage-around-world-describing-particularly/docview/2240952603/se-2?accountid=11311  / ProQuest / EEBO v 2: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/voyages-descriptions-three-parts-which-is-added/docview/2264207852/se-2?accountid=11311  / Harvard v 2: https://nrs.harvard.edu/urn-3:DOAK.RESLIB:24900314 	###	
