E 1—320 / Events.
ID	NO	OUT	MIL	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
E 				Hos 14	1 Jun 1729	30 Jun 1729		"Yucatan flotilla enforces evacuation, inc fort built at Old R mouth"	Old	2 Sloops Havannah 2 Sloops Campeachy 16 PA					by 31 Jan 31 / evac fm < Jun 29 to 20 Oct 35				"Daily Journal 3548 p3
Universal Spectator and Weekly Journal 198 p3"	"MEXICO,892 Exp 4, Petición 11774, Rollo 3, Tira 35 [Real cédula a 7 ago 1736]
AGN Mex, Historia, v 57, cuaderno 2 [Autos ... a 12 sep 1734]"	Barke 12 124	"Dated after second Figueroa y Silva Expedition by Barke 12 124 

Evacuees included c 90 Neg slaves and c 6 whites, headed by William Pitt, refuged and thereafter at Black R among Miskitu allies /via Offen 40 /NAS, GD461/101, ca 1797 -- James Lawrie

Sp build fort at mouth of Old R ""de cuatro medios baluartes de fajina y tablazón de 35 brazos de lado"" /v Barke 16 191 /AGN Mex, v 57, cuaderno 2, exp 5 [Autos ... Mérida a 14 sep 1733]"	
E 		1			9 Nov 1729	9 Nov 1729	Treaty of Seville	Inc negotiations regarding logwood cutters	Seville	Joseph Patiño / Juan Bautista de Orendáin y Azpilicueta	Benjamin Keene / William Stanhope										Marcus 49–51		
E 				Hos 14	1 Feb 1730	28 Feb 1730		"Sp surprise Fleet, after which Capt. Burrows and Baymen engage"	xxx		Capt. Burrows					taken sev vessels / 1 brig afterwards taken			Daily Journal 2996 p4				
E 			1	Hos 14	1 Jun 1730	30 Jun 1730	Figueroa y Silva Expedition	One Yucatan military campaign against Settlement	Old	Capt Alonso de Figueroa y Silva			"sev Baymen, Neg or Mos allies"	66 Eng men 5 Eng women 10 Neg		"all Craft seized inc 3 Frig 1 Balandra w cargo [cargo = valor 11,687 pesos]"	"all ranchos, log burnt"			"AGN Mex, Historia, vol 57 cuaderno 2 — Yucatán a 12 sep 1734
AGN Mex, Historia, v 57, cuaderno 2, exp. 5 [Autos ... Mérida a 14 sep 1733]
AGN Mex, Reales Cédulas, vol 59 [Salcedo a Corona a 27 ene 1739]
Lara xxx"	"Barke 2012 p124 n427
Calderon 119
Molina, v 3, 184–187, 194
Ancona v 2 418
Peniche 222
Barke 16 190–191"	"Date: Peniche dates campaign to 1727–1729, after Lara xxx and Fenix xxx, while Gov of Yucatan Manuel Salcedo dates to 1733 /v Peniche 225 fn 11 /AGN Mex, Reales Cédulas, v 59 [Salcedo a Corona a 27 ene 1739] / Dated c 3 months after first Figueroa y Silva Expedition by Barke 12 124 / Battle dated 21 Feb 1733 by Molina v 3 184 / 700 men for first or second Figueroa y Silva Expedition given by Molina v 3 184

45 Eng imprisoned /v Molina v 3 194

Eng ambassador in Madrid complained ""muchos súbditos de SMB"" killed or had property destroyed /v Peniche 226, citing Fenix xxx

Compare 1700–1703 Gov of Yuc Alvaro Rivaguda informed naval campaign into Hon waters ""no era posible porque eran desconocidos aquellos lugares y estaban llenos de arrecifes y cayos que hacian peligrosa la entrada al rio [Old R]"" /v Peniche 220 citing Fenix xxx / Figueroa ""pasó á Campeche [after Raid of Asencion], en donde armó y equipó una multitud de embarcaciones menores que puso al mando de un marino inteligente y valeroso,” presumed to have discovered or known passage through Barrier Reef into Bay of Chetumal during 1727–1733, since 700 infantry completed Bacalar—Old R journey on this flotilla /v Peniche 223–224

Capt Figueroa y Silva dies from illness on 10 Aug 1733 near Chunhuhub /v Calderon /MEXICO,3017 [Villalobos a Rey a 19 ago 1733]

[Capt Figuero y Silva reaches point few Sp leagues north of mouth of Old R, from Chetumal] con la fortuna de haber podido pasar su desembarque completamente inadvertido de una goletilla pirata que cruzaba por aquellas costasn en observación /Molina v 3 184"	
E 				Hos 14	1 Jan 1731	30 Jan 1731		Sp surprise Fleet	xxx	GC 80 men	Capt. John Young NY					"Frances, and sev other ships and sloops taken = min 5"			"Daily Journal 3221 p1
Daily Journal 3229 p3"				
E 				Hos 14	24 Mar 1731	24 Mar 1731		"Sp surprise ship John and Jane, after which they engage"	xxx	GC Pedro Polis 60 men	Capt. Ed. Burt 30 men		2 killed	9 men imprisoned		John and Jane taken			"Daily Journal 3345 p3
Country Journal or The Craftsman 277 p2"				
E 				Hos 14	28 Jun 1731	28 Jun 1731		Sp surprise Fleet or ship under Capt. Groves	xxx	Sloop 25 men	Roger Groves NY 30 to 40 men					1 fine ship taken / great many vessels taken since Jan 31 … but two ships of force have escaped			"New-England Weekly Journal CCXXVII p2
Boston News-Letter 1435 p2"				
E 				Hos 14	1 Aug 1731	30 Aug 1731		Sp surprise Fleet	xxx	PA [Petty Augers]						4 vessels taken			London Evening Post 614 p1				
E 				Hos 14	1 May 1732	30 May 1732		Sp or buccaneers or privateers surprise Fleet	xxx		Capt. Wickham etc.					8 taken			Universal Spectator and Weekly Journal 198 p3				
E 				Hos 14	1 Aug 1732	30 Aug 1732		Sp or buccaneers or privateers surprise Fleet or brigantine David	xxx		Capt. Knox					min 1 brig David taken			Daily Journal 3666 p2				
E 		1			26 May 1733	26 May 1733	Flying shuttle	"John Kay receives patent no. 542 for ""New Engine of Machine for Opening and Dressing Wool”"	London		John Kay												
E 		1			26 Jan 1734	26 Jan 1734	Female Neg slaves at Hon	Female negro slaves present in Settlement	Old											"MEXICO,3099 exp 1 ff 1r—9v"	Barke 2012 p123 n422		
E 		1			26 Jan 1734	26 Jan 1734	Sp embassy to Hon	"Gov of Yucatan offers legal logging near Campeche to loggers in Settlement via embassy of English woman “de clara capacidad” previously imprisoned, which 25 loggers accept and move with their slaves"	"Merida, Old"											"MEXICO,3099 exp 1 ff 1r—9v"	Barke 2012 p123 n422		
E 			1	Hos 3	10 Mar 1734	30 Mar 1734		One Yucatan naval campaign against Settlement	xxx	Gov Juan Francisco Fernández de Sabariego 1 Goleta 143 men				128 Eng crew		"4 Balandras w cargo [cargo = valor 2,205 pesos]"				xxx	"Antochiw 7
Ancona, v 2, 422–424
Molina v 3 194"	28 Eng prisoners given in Molina v 3 194	
E 				Hos 3	1 Sep 1734	30 Sep 1734		Sp or buccaneers or privateers surprise Fleet or unknown sloop	xxx							1 sloop taken min			New-York Weekly Journal LIV p3			"Possibly privateer Capt Pedro Jácome Podio 1 Balandra 76 men, set of 19 Jul 1734 fm Campeche /v Molina v 3 195"	
E 				Hos 3	28 Sep 1734	28 Sep 1734		"Sp surprise Fleet, after which they engage"	xxx	3 PA / Priv 120 men 2 PA 2 Sloops	Capt. Dursey RI					"1 taken, then liberated / 1 prev taken, then liberated / 1 Flat prey taken, then liberated"			New-York Weekly Journal LXVIII p4				
E 			1	Hos 3	1 Oct 1734	30 Oct 1734	Miskito Raids	"Mos allies, possibly with Baymen’s aid, raid unknown number of Sp or Ma towns or hamlets in Peten or Sp Hon or N Yuc"	xxx		Mos allies			xxx Ma Sp prisoners taken			xxx towns or hamlets sacked			"MEXICO,1083,L.54 ff 493v—496r"	Barke 2012 p125 n431	"Sp ambassador in London in 1734, Conde de Montijo, accused Eng in Jam of instigating Mos incursions and protecting raiders in exchange for slaves furnished by the Indians. They had even carried off an entire Indian nation from the province of Campeche. /via Sorsby 11 /CO 324/36 f 490"	
E 				Hos 3	1 Nov 1734	30 Nov 1734		Sp or buccaneers or privateers surprise unknown fly boat	xxx							1 lg loaded fly boat burnt				xxx			
E 				Hos 3	1 Oct 1735	30 Oct 1735		Sp surprise Fleet	xxx	2 PA	Col. Cranston RI					4 taken / 3 then liberated			New-York Weekly Journal CXI p3				
E 				Hos 3	1 Mar 1736	30 Mar 1736		"Sp surprise Fleet or vice versa, and an engagement or skirmish occurs"	xxx				1 pilot beheaded 8 killed 	all crew imprisoned		1 sm sloop of Jam taken			"London Evening Post 1338 p2
Boston Evening-Post 81 p2"			"Newport, Rhode Island. Feb. 21. ... A Sloop was seized there said to be taken from the English by the Spaniards some Time since in the Bay of Honduras, putting into Charstown (for Necessaries) and the Men all confined. /BEP 81

They write from Honduras, by the Way of Rhode Island, that a small Sloop belonging to Jamaica had lately taken on that Coast a Spanish Sloop, after having kill'd eight Spaniards in the Engagement; that the rest of the Crew were made Prisoners, one of whom proving a remarkable Man, and had been nine Years a Pilot amongst them, they immediately took his Head from his Shoulders, and sent it as a Present to Jamaica. The same Letters add, that Capt. Woodberry, who was lately taken by the Spaniards, having been with them some Time, rose upon them and kill'd several and made his Escape. His Vessel during his Confinement was cast away. /LEP 1338"	
E 				Hos 3	19 Jan 1737	19 Jan 1737		Sp surprise Fleet	Old					6 Eng 3 Neg imprisoned		15 Craft + sev Flats + sev sm Craft				"MEXICO,3099 exp 3 ff 40r—65r — a 19 sep 1737"	Barke 16 p56—7 n190	Possibly expedition or flotilla sent fm Campeche in 1737 by Alcalde Nicolás Mechano /v Molina v 3 198–199	
E 				Hos 3	26 Apr 1737	26 Apr 1737		Sp surprise Fleet	xxx	[possibly] Gov. Don Manuel Salcedo						"taken a sloop or two [min] = 6 or 7 smaller vessels taken / 1 sloop deserted in fight, taken"	burnt abundance of wood landed at cayes		"New-York Weekly Journal 203 p3
New-York Weekly Journal 205 p2"			Possibly expedition or flotilla sent fm Campeche in 1737 by Alcalde Nicolás Mechano /v Molina v 3 198–199	
E 				Ill 1	1 Jun 1737	30 Dec 1737		Outbreak of unknown cause or nature spreads among Baymen and Fleet	"St. George’s, Old"				"abundance of Baymen have died, as well as those of Fleet"						New-York Weekly Journal 203 p3			Upper End assumed = end of wet season	
E 				Hos 3	18 Jan 1738	18 Jan 1738		Sp or buccaneers or privateers surprise Fleet or unknown sloop	xxx	2 or 3 PA	Capt. Watlins					1 sloop taken / then released			Boston News-Letter 1774 p2				
E 		1			3 Feb 1738	3 Feb 1738	Torrington Manumission	"First manumission on record, aboard Ship Torrington"	Old											MSR 3 Feb 1737	Burdon I p69		
E 				Hos 3	1 Apr 1738	30 Apr 1738		Sp or buccaneers or privateers surprise Fleet or unknown sloop	xxx	3 lg PA	1 Sloop								Daily Gazetteer 922 p1				
E 			1	xxx	1 May 1738	30 May 1738	Mos assault Sp Hon	Mos assault Sp town Catacamas [near Comayagua]	Catacamas [Sp Hon]											"GUATEMALA,303 [Zelaya a Parga a 28 may 1738, Parga a teniente de Olancho a 9 jun 1738]
MEXICO,892 [Manuel de Saliendo a 2 jul 1738]"	Sorsby 11–2	"Burnt altar pieces in church, took 59 prisoners /via Sorsby /AGI item
See, possibly, 27 Jan 1739 Real cédula against Mos cf MEXICO,1083,L.54 ff 497v–500r /v Barke 16 159 n538"	
E 				Hos 3	1 Jul 1738	30 Jul 1738		"Sp surprise Fleet, after which they engage"	bw New and Old		Capt. Ed. Buckley Boston			25 imprisoned / later liberated		"all flats, 2 sloops loading a ship taken / later liberated"			Daily Gazetteer 1030 p1				
E 				Hos 3	12 Aug 1738	12 Aug 1738		"Sp surprise ship John and Jane, after which they engage"	xxx	Sloop 18 men	Capt. Stephen Bastwick etc.		3 killed [source?]	Reeves and two of his Neg imprisoned		"2 sloops, 2 craft w 26 wood [ea or together?] taken"			Boston News-Letter 1769 p2				
E 				Hos 3	1 Feb 1739	2 Mar 1739		Sp or buccaneers or privateers surprise Fleet or craft under Capt. Gwynn	xxx		Capt. Gwynn Boston					1 vessel taken			New-York Weekly Journal 279 p3				
E 				Hos 3	1 Mar 1739	30 Mar 1739		"Sp or buccaneers or privateers surprise Fleet, after which they engage"	Turneffe		Capt. Collis RI etc.		"Captain Collis, 2 mates killed"	companies of 2 sloops carried away / captain used in barbarous manner		"1 vessel, 2 sloop taken [min]"			"Boston News-Letter 1834 p2
General Evening Post 906 p2
Virginia Gazette 151 p2"				
E 				Hos 3	1 Apr 1739	30 Apr 1739		Sp or buccaneers or privateers surprise craft under Capt. Anderson	xxx	Sloop 10 guns	Capt. Mark Anderson								Universal Spectator and Weekly Journal 559 p3				
E 				Hos 3	1 May 1739	30 May 1739		Sp surprise Fleet	xxx	2 MW 1 Half-Galley						5 vessels taken			General Evening Post 906 p2				
E 				Hos 3	1 Sep 1739	30 Sep 1739		Sp or buccaneers or privateers surprise Fleet	xxx		Mr. White etc.			1 owner Mr. White and 2 Captains used barbarously [so taken?]		3 vessels taken			General Evening Post 961 p2				
E 				Hos 3	1 Oct 1739	30 Oct 1739		Sp or buccaneers or privateers surprise Fleet or craft under Capts. Pustle and Gowan	xxx	2 Priv / Vessel 20 men	Capt. Pustle Capt. Gowan								General Evening Post 968 p2				
E 				Hos 3	1 Oct 1739	28 Feb 1740		"Capt. Holiday, of Jamaica, under commission, cruises Settlement agaisnt Sp"	xxx		Capt. Holiday Jamaica 1 Sloop 75 men	Capt. Woodbury Boston							General Evening Post 1042 p2				
E 		1			16 Mar 1740	16 Mar 1740	Treaty of Sandy Bay	"Lt. Robert Hodgson, on behalf of Great Britain, enters treaty of friendship and military alliance with King Edward of Mosquitos and other Mos chiefs"	Sandy Bay [Mos Shore]		Gov of Jam Edward Trelawny / Lt. Robert Hodgson	King Edward of Mos Shore / Governor Britain [Mos chief]								"CO 123/1 f 52
SANTA_FE,L.758B [Nota británica ... a 26 feb 1745]
SANTA_FE,L.758B, E.11 ff 82r–v
SANTA_FE,L.758B, E.32 f 134v"	"Sorsby 19
Barke 16 159"	"De facto alliance in place 1687 or since reign of King Charles I /via Sorsby 17 /CO 138/6 f 85 [Albemarle to Board of Trade, 11 Feb 1688]"	
E 			1	xxx	22 Mar 1740	24 Mar 1740	Destruction of Fort San Lorenzo	"Royal Navy, possibly with Baymen and Shoremen, destroy Sp fort"	Chagres R	Juan Carlos Guitiérrez Cevallos 30 infantry	Gov. of Mosquito Shore Hudson ? / Adm. Edward Vernon								New-York Weekly Journal 446 p1			"Extract of a Letter from Jamaica, dated March 4th. YESTERDAY Capt. John Thomas arrived here from the Musqueto Shore who brings the following News; That Governour Hudson with 400 of Black White and Yellows, in thirty Pettiaugers, were bound up to the River Chagre, there to meet the Admiral, or he Fleet he shall send down to them; and from thence they are going over to Panama. He likewise brings the News That Capt. William Lee, Commander of the Snow Burnator with 16 Guns, is on the Shore, and hath sent down to the Bay of Honduras for as many Men as they can assist them with; and Capt. Stupert in a Billander with Twenty Guns & Forty Men is going down with him to the River of Dulce, where the is two annual Ship, that have been trading for a long Time : We believe they will take them, and they'll make fine Prizes. /NYWJ 46"	
E 				Hos 3	1 Apr 1740	30 Apr 1740		"Sp surprise ship John and Jane, after which they engage"	xxx	2 Craft	Capt. Vincent Boston & Capt. Thatcher / sm Sloop of Baymen					2 sloops taken / later liberated			London and Country Journal [1739 Tuesday Edition] 76 p3				
E 				Hos 3	1 Jul 1740	30 Aug 1740		Sp surprise Fleet	xxx							1 vessel taken = Mary under Capt. Flowers			New-England Weekly Journal 703 p1				
E 			1	Hos 3	24 Aug 1740	24 Aug 1740	Mos Sack Shasoon (near Bacalar)	Mos allies raid Sp town “Shasoon” near Bacalar	Bacalar		100 Mos								Boston News-Letter 1906 p2			"“100 Musketoe-Men went to take a pretty rich Town call'd Shasoon, near the Town of Bateloe” /BNL 1906"	
E 		1			1 Jan 1741	31 Dec 1741	Pitt & Hodgson Commission	Home Government appoints William Pit and Robert Hodgson commissioners to report on condition of Bay Settlements (inc. our Settlement)	"London, Old, Roatan, Bonacca"		William Pitt / Robert Hodgson									"CO 123/9
SANTA_FE,L.758B [Doc. 14, Hodgson a Trelawny, a bordo del Tritón, a 15 jul 1741]"	"Burdon I p69
Barke 16 150"		
E 				xxx	1 Jan 1741	31 Dec 1741	Sp Asylum	"Yucatan offers Neg slaves asylum on conversion to Catholicism, after which unknown number of slaves flee to Yucatan"	Hondo						xxx Neg slaves flee to Sp					"MEXICO,892 exp 5 — Yucatán a 26 sep 1741"	Barke 2012 p125—6 n432		
E 				Hos 3	1 Feb 1741	28 Feb 1741		Sp surprise Fleet	xxx	2 PA 110 men	Capt. Burchell								Boston News-Letter 1930 p1				
E 				Hos 3	1 Jun 1741	30 Jun 1741		Sp surprise Fleet	xxx		Capt. Wise		2 Sp killed [mistakenly or not in defence]			1 vessel taken / later liberated			Daily Gazetteer 1975 p3	Jameson doc no 145 [Thursday 25th.] 			
E 		1			10 Nov 1743	10 Nov 1743	Hon Defence Memorial to Privy Council	Settlement prays for appointment of Governor and force for protection of person and trade	"Old, London"		John Gerald [Bayman?]									APC Col 10 Nov 1743 [= vol 3 p768]	Burdon I p70	"On 10 Nov 1744 recommended in affirmative to King in Council, but no action taken /via Burdon 1 p71 /APC Col"	
E 				Hos 4	1 Mar 1744	30 Mar 1744		Sp surprise Fleet	xxx	Priv	Capt. Fiske		"1 captain killed, 1 pass dangerously wounded"	some of Captain Fiske co.		Fiske’s craft taken			London Evening Post 2598 p7				
E 		1			14 Jun 1744	14 Jun 1744	Order in Council for protection of Hon	"Order in Council [of Jam? Eng?] issued for settling of Hon, and assistance for this [by Jam likely]"	Old		Commander in Chief of Rattan Major Caulfield / 1 Sloop									"CO 137/48 [8 Jun, 2 Aug, 24 Nov 1745]"	Burdon 1 p72–4	"1745, August 2nd. Major Caulfield, Ratan, to Mr. Trelawny. The Engineer [of Ratan] was too busy to be sent in Garrisons sloop when the Troops and Seamen were sent to the Bay. ... I sent the Bay People 30 good Arms which belonged to the Artillery Stores /Burdon 1 p73 /CO 137/48 [Mjr. Caulfield to Mr. Trelawny, Ratan]"	
E 			1	Hos 4	29 May 1745	29 May 1745		One Sp campaign against Settlement	New	6 Craft 60 men				took sev Neg	evac all except “a Point of land” c ? m		burned and destroyed all before them / took much Prov			"CO 137/48 [8 Jun, 2 Aug, 24 Nov 1745]"	Burdon I p72	"1745, June 8th. Letter from the Inhabitants of the Bay of Hon to Major Caulfield. ... We now expect every day Nine [Sp] Crafts up this [Old] River, as Wm. Serjent has sent us word. We are not able to fir out to meet them /via Burdon 1 p73 /CO 137/48

Possibly by Antonio Benavides eg 1746 map by Alejando José de Güelle /MP-MEXICO,156 /MEXICO,3099 f 81r–84v"	
E 				Hos 4	1 Jan 1746	30 Jan 1746		Sp surprise Fleet	Turneffe				"captain, owners of sloop killed"			1 sloop Kouli Can taken			St. James’s Evening Post 5639 p3	"Bib Real, Mis Ayala, T. II, 2817, 279 (II), fol 196 -- a 19 enero 1746"	Calderon 158 no 2		
E 				Hos 4	1 Feb 1746	30 Mar 1746		Sp surprise Fleet	xxx				"1 vessel crew drowned [accidental, on being taken by Sp]"			4 vessels taken			General London Evening Mercury 482 p3				
E 				Hos 4	1 May 1747	30 Jun 1747		Sp surprise Fleet	Old	2 Craft						taken sev ships / taken sev sm trading vessels [Flats?]			General Evening Post 2159 p2				
E 			1	Hos 4	3 Jun 1747	9 Aug 1747		One Sp campaign against Settlement	Old						evac on Jun—Aug 47 for c ? m					CO 137/48 [9 Aug 1747]	Burdon I p74	"1747, August 9th. Gov Trelawny to Duke of Newcastle. Reports news that a large Spanish Fleet was being built on the River St. Juan, ... That, in the meantime, the Spaniards putting into execution their threat made at the time [1745 attack likely] of the attack on New River, had swept down upon Belize and compelled the whole of the settlers to flee to Rattan ""from whence they dare venture only at certain times to cut a little wood."" /via Burdon 1 p74 /CO 137/48

On evac, possibly see MEXICO,3099,E.6 ff 89r–116r [RC ... a 26 junio 1748] /v Barke 16 168 n578"	
E 			1	Hos 4	1 Jan 1748	30 Jan 1748		One Sp Hon privateer raid of Settlement	Old	"Don Alonso Fernández de Heredia [Gov. Sp Honduras], Capt. Don Felipe López de la Flor"				prisoners taken / punishments were very severe						"MEXICO,3099 -- a 10 mar, 30 jul 1748"	"Calderon 158 no 3
Marley 408"	"ALONSO FERNANDEZ DE HEREDIA, GOBERNADOR DE HONDURAS, AL MARQUES DE LA ENSENADA, MINISTRO DE INDIAS, EN GRANADA A 10-3-748. ""Tengo dado cuenta a V. E. que luego que tomé posesión del Gobierno de Honduras por muerte del Coronel Don Juan de Vera, se consiguió echar a los enemigos de Waliz, en donde había tiempo se hallaban establecidos, cuya operación y la de haberles privado de carnes frescas en Roatán, los tiene sumamente inquietos y rabiosos, juntamente con hallerse enteramente cortado el comercio ilícito que por aquella Provincia había, que lo han manifestado con repetidos ataques, que por todas las tres de mi mando han intendado. /via Calderon 158 no 3 /MEXICO,3099 -- a 10 mar 1748 

DECLARACION HECHA POR EL TENIENTE INGLES TOMAS TIMOTEO PENDET, EN BACALAR AÑO 1748. ""... que habiéndoles privado las carnes frescas que en años anteriores les suministraban de la costa de la provincia de Honduras, padecían grande mortandad, y que los que escapaban quedaban llenos de llagas y lazarinos, por las saladas con que se veían obligados a mantenerse, y que aunque los ingleses establecidos en Río Tinto y Aguan les sucorrían con alguna vaca, que eran tan pocas que no bastaban, ni aun para los oficiales, y que el inglés llamado Guillermo Pitt, se hallaba con toda la ropa que dos años hace le habían traído de Jamaica, y que la mayor parte de dicha ropa estaba podrida, por no haber podido introducir ninguna de ella en Honduras, y que los habitantes de la dicha provincia de miedo del castigo que se les había impuesto, y de la vigilancia con que se guardan los caminos, no bajaban al trato"" /via Calderon 158 no 3 /MEXICO,3099

ALONSO FERNANDEZ DE HEREDIA AL MARQUES DE LA ENSENADA, EN GRANADA A 30-7-748. ""...me noticiaron haberse vuelto a poblar dicha nación sobre aquellos ríos en el corte, y trato del palo del Brasil, con número de negros y armamentos a su resguardo; no obstante que en mi anterior campaña, que hice también en cuenta de S. M. los había desalojado, quemándoles las habitaciones, plantajes, sementeras, embarcaciones de su manejo, y las porciones del palo del Brasil que tenían cortados, ...y con noticias que tuvieron dichos ingleses unidos de la comprensión de las dos poblaciones pasaron inmediatamente con sus negros armados, y le formaron a los nuestros una emboscada sobre un estero por donde pasaban, que encubiertos desde el monte les hicieron tal fuego, que no pudieron resistirlo, sino sólo con la primero descarga, porque no les dieron lugar a más que a botarse al agua para zafar como lo ejecutaron con pérdida de las armas, 3 hombres que murieron en la función, 11 heridos y uno perdido, …"" /via Calderon 158 no 3 /MEXICO,3099"	
E 			1	Hos 4	1 Jul 1748	30 Jul 1748		One Sp Hon privateer raid of Settlement	Old	Capt. Don Felipe López de la Flor	Baymen					"some craft taken, some destroyed"				xxx	Marley 409		
E 				Hos 4	1 Aug 1748	30 Sep 1748		Sp surprise Fleet	xxx							1 brig taken			General Advertiser (1744) 4378 p1				
E 				Hos 4	1 Aug 1748	30 Sep 1748		Sp surprise Fleet	xxx							"1 brig fm Boston taken, Dupree master"			General Advertiser (1744) 4378 p1				
E 				Ill 2	7 Mar 1750	30 Sep 1750		Outbreak of unknown cause or nature spreads among Baymen	xxx									makes it impossible to cut Logwood / 30 to 40 vessels waiting	New-York Evening Post 261 p2				
E 				Hos 4	6 May 1750			"Sp surprise Fleet, after which they engage"	New	Galley 123 men Havannah	Capt. Heysham / Capt. Kattur / Priv of Baymen		1 killed	"1 captain, 8 men, 3 women passenger / lib later"		"1 tender taken / 1 ship taken later, then lib"			"Boston Evening-Post 780 p1
Whitehall Evening Post (1770) 720 p1"				
E 				Hos 4	17 Sep 1750			"Sp surprise Fleet, after which they engage"	xxx	2 Half Gallies	Capt. Riven								Boston Evening-Post 793 p4				
E 		1			5 Oct 1750	5 Oct 1750	Treaty of Madrid																
E 			1	Hos 4	21 Jan 1751	9 Nov 1751	Palma Expedition	One Yucatan military campaign against Settlement	"Hondo, New, Old"	Don José Antonio de Palma / Capt. Alberto José Rendón / 5 PA / 100 men				"numerous Eng men seized, inc. Comandante de Valis [Chief Magistrate?] / later liberated = 129 Eng [Bay inc?] imprisoned / min 19 released later / release or ransom of all previously agreed to"		43 Craft seized / 57 vessels [not Bay Flats] seized [possibly ?] inc 7 sloops 18 t < 30 Flats			"Boston Gazette 1643 p2
General Evening Post 2802 p1"	"MEXICO,3017 — a 2 jun 1751
MEXICO,3019 — 24 Apr 1750"	Calderon 161 no 15	"Baymen reach Chunhuhub [for logging?] in 1750 /via Gerhard 71 /MEXICO,3019 — 24 Apr 1750

Dates /via Calderon 161 no 16 /MEXICO,3017 — Expediente instruido del viaje que por encargo del Gobernador de Yucatan, Marques de Iscar, realizo el Capitan Alberto Jose Rendon … 

MARQUES DE ISCAR AL MARQUES DE ENSENADA, EN MERIDA 2-6-751 ""...Por él entenderá V. E. le libertad con que los ingleses permanecen en los Ríos de Valiz al corte de palo de tinta que producen en sus riberas, llegando a tal extremo su expotiquez que han puesto una batería en la boca del río Nuebo. Y en atención a que las subsistencias de dichos ingleses en aquellos ríos es en contravención de lo estipulado en los capítulos que contiene el Tratado Definitivo de Paz; he dispuesto se continúe el corso en los mencionados ríos, para perseguir y hostilizar a los ingleses como usurpadores de los frutos que producen los dominios del Rey, a cuyo fin se destinan los capitanes de corso Don José Antonio de Palma, y Don Alberto José Rendón con 6 piraguas y 100 hombres de tripulación, precediendo a su salida las fianzas y seguridades convenientes para que no se extiendan sus facultades a otra cosa que a ejecutar el corso contra dichos ingleses; siendo el principal encargo que les he hecho el de quitar la Artillería que tienen los ingleses en la boca del río Nuevo..."" /via Calderon 161 no 15 /MEXICO,3017 -- a 2 jun 1751

Declaración del Teniente Pedro Francisco de la Puente y Basori ante el Marqués de Iscar en Mérida a 3-11-751. ""...que en la boca del río Nuevo [los ingleses] tienen 8 cañones y en el río Viejo en un paraje que llaman el Embarcadero tienen también artillería, pero que no sabe su número."" /via Calderon 161 no 16 /MEXICO,3017

Declaración del Teniente Pedro Francisco de la Puente y Basori ante el Marqués de Iscar en Mérida a 1-7-751. ""... que la expresada noticia la tiene con certidumbre por un negro de razón huido ha pocos días del expresado río Nuevo al Fuerte de Bacalar; que en la boca de del tal río tienen formadas unas explanadas, y en ellas los tales 8 cañones, y en situación que puedan embarazar la entrada a barcos españoles; que oyó decir iban a levantar paredes y construir un castillo, que antes de suceder esto respecto a no haber más que 6 u 8 hombres de guarnición en la tal explanada, que pueden ser cogidos con la providencia de habilitar en el mismo Fuerte de Bacalar 3 o 4 piraguas con la gente competente, y ocultándose de día en un estero, caer a media noche sobre ellos, que para cuando puedan darles providencias de socorro, estarán ya los de la guarnición aprisionados y los cañones clavados o en las piraguas..."" /Calderon 162 no 17 /MEXICO,3017"	
E 		1			20 May 1751	20 May 1751	Cadiz Conference	Members of Universidad de Cargadores de Indias meet at Casa de Contratación to recommend best way to rout Eng from Yuc to Sp Crown	Cadiz	Mathias Landaburu / Nicolás Mace / Pedro Manuel Álvarez / Jacinto Palomo / Francisco Fanales / Juan Joseph Redonda / Francisco de la Guardia / Juan de Goyeneche / Pablo de Wint y Joseph										"MEXICO,3099 ff 184-192
Bib N Esp MSS/1962"	Contreras 58		
E 			1	Hos 4	1 Nov 1751		Raid of Bacalar	Baymen raid Bacalar	Bacalar	[possibly] Capt. Antonio de Castañeda	Baymen Mos Shoremen?									"BL, Add MS 17569 ff 6-6v
MEXICO,3099 — a 12 dic, 28 dic 1751"	"Antochiw 14
Gerhard 73
Calderon 163"	"ALEXANDRE BELISCHES AL MARQUES DE ISCAR EN LA BOCA DEL RIO VALIZ A 12-12-751. ""...Pondré todo mi cognato y cuidado a contener los residentes en estos ríos en los límites de hostilidades. Por lo que toca a los zamos e indios mosquitos que V. E. menciona, no han tenid acá abrigo alguno, ni asistencia acá, sin embargo que varias veces nos han ofrecido su asistencia; ..."" /via Calderon 163 no 21 /MEXICO,3099 -- a 12 dic 1751"	
E 				Ill 3	1 Nov 1751	30 May 1752		Outbreak of unknown cause or nature spreads among Baymen and Fleet	xxx				left sev Vessels without Hands … two [women] left in the whole Bay						"Boston Gazette 1659 p2
Covent-Garden Journal 31 p4"			"“NEW-YORK, Dec. 16. ... By Vessels from the Bay of Honduras, we have repeated Accounts, of a great Sickness and Mortaity among the People there; which has left some Vessels without Hands enough to bring them off. --And in particular, it has been so great among the Women on Shore, that 'tis said there are but two left in all the Bay.” /BG 1659"	
